Pransa_no	Adhyaya_no	Kandika_no	Text_no	Hymn
3	5	-	3	(Let him repeat it) one hundred times in the morning, one hundred times at midday, and one hundred times or an unlimited number of times in the afternoon.
3	5	-	4	When the stars have risen, let him partake of gruel prepared of one handful of barley.
3	5	-	5	After seven (days and) nights he is freed from all minor sins (upapâtaka), whether they have been committed intentionally or unintentionally, after twelve (days and) nights (from all other sins) excepting the murder of a learned Brâhmana, the violation of a Guru's bed, stealing gold, and drinking Surâ.
3	5	-	6	After twenty-one (days and) nights he over-comes even those (crimes) and conquers them.
3	5	-	7	He overcomes everything, he conquers all, he obtains the reward of all sacrifices, he has bathed at all sacred bathing-places, he has performed the vows required for (the study of) all the Vedas, he becomes known to all the gods, he sanctifies a company (of Brâhmanas) by merely looking (at them), and his undertakings are successful. Thus speaks Baudhâyana.
3	6	-	1	Now if a man feels his conscience charged with (evil) actions committed by himself, let him boil for himself (alone), when the stars have risen, a handful of barley, (and prepare) gruel (with that).
3	6	-	2	Let him not perform the Vaisvadeva oblation with (a portion of) that,
3	6	-	3	Nor (shall) a Bali offering (be performed) on that (occasion).
3	6	-	4	Let him consecrate the barley before it is boiled, while it is being boiled, and after it has been boiled, with the (following) Mantras
3	6	-	5	'Thou art barley, thou art the king of grains, thou art sacred to Varuna and mixed with honey, the sages have proclaimed thee an expeller of all guilt and a means of purification.' 'Ye barley-grains are clarified butter and honey, ye barley-grains are water and ambrosia. May you remove my guilt and all my sins:''Those committed by words, by acts, and by evil thoughts; ill-fortune and the night of all-destroying time,--all that avert from me, ye barley-grains.''(From the sin of eating) food which had been worried by dogs or pigs, or which had been defiled by crows and impure men, from the sin of disobedience towards mother and father,--from all that purify me, ye barley-grains.''From the dreadful (guilt of) mortal sins and of the crime (of serving) a king, from the wrong done to infants or aged men, from (the guilt) of stealing gold, of breaking my vows, of sacrificing for an un-worthy man, of speaking evil of Brâhmanas,--from all that purify me, ye barley-grains.''From (the sin of eating) the food of many men, of harlots and of Sûdras, of (partaking of) funeral dinners and of (the food given by) persons who are unclean on account of a death or a birth, of that given by thieves, or at a funeral sacrifice offered to one who lately died,--from all that purify me, ye barley-grains.'
3	6	-	6	(While the barley) is being boiled, he must protect it (and recite the text), 'Adoration to Rudra, the lord of created beings; pacified is the sky;' the Anuvâka (beginning), 'Give strength;' the five sentences (beginning), 'The gods who are seated in front, led by Agni;' the two (texts), 'Do not hurt our offspring,' (and) 'The Brahman-priest among the gods.'
3	6	-	7	Having purified himself (by sipping water, &c.), he shall eat a little of the boiled (mess), after pouring it into (another) vessel.
3	6	-	8	Let him offer it as a sacrifice to the soul, (reciting the text), 'May the gods, who are born from the internal organ and joined to the internal organ, who are very strong, whose father is Daksha, protect us (and) guard us; adoration to them, to them Svâhâ.'
3	6	-	9	Let him who desires intelligence (subsist on such food during three (days and) nights.
3	6	-	10	A sinner who drinks it during six (days and) nights becomes pure.
3	6	-	11	He who drinks it during seven (days and) nights is purified from (the guilt of) the murder of a learned Brâhmana, of violating a Guru's bed, of stealing gold, and of drinking Surâ.
3	6	-	12	He who drinks it during eleven (days and) nights, removes even the sins committed by his ancestors.
3	6	-	13	'But he who during twenty-one days (drinks gruel made) of barley-grains which have passed through a cow, sees the Ganas and the lord of the Ganas, sees the goddess of learning and the lord of learning.' Thus speaks the venerable Baudhâyana.
3	7	-	1	'Let him who considers himself impure offer (burnt oblations), reciting the Kûshmândas.'
3	7	-	2	, 'He who has had forbidden intercourse, or has committed a crime against nature, becomes even like a thief, even like the slayer of a learned Brâhmana.'
3	7	-	3	'He is freed from any sin which is less than the crime of slaying a learned Brâhmana.'
3	7	-	4	If, after wasting his strength except in his sleep, he desires to become free from the stain and holy,
3	7	-	5	He causes the hair of his head, his beard, the hair on his body, and his nails to be cut on the day of the new moon or of the full moon, and takes upon himself a vow according to the rule prescribed for students,
3	7	-	6	(To be kept) during a year, or a month, or twenty-four days, or twelve nights, or six or three nights.
3	7	-	7	Let him not eat meat, nor approach a woman, not sit on (a couch or seat, and) beware of (speaking an) untruth.
3	7	-	8	To subsist on milk (alone is) the most excellent mode of living; or, using barley-gruel (as his food), he may perform a Krikkhra (penance) of twelve days, or he may (maintain himself by) begging.
3	7	-	9	On such (occasions) a Kshatriya (shall subsist on) barley-gruel, a Vaisya on curds of two-milk whey.
3	7	-	10	Having kindled the sacred fire in the morning according to the rule for Pâkayagñas, having scattered (Kusa grass) around it, and having performed (the preliminary ceremonies) up to the end of the Agnimukha, he next offers in addition burnt oblations, reciting the three Anuvâkas (beginning), 'What cause of anger to the gods, ye gods,' 'The debts which I contracted,' (and) 'May worshipful Agni give thee by every means long life.'
3	7	-	11	Let him offer with each Rik-verse a portion of clarified butter.
3	7	-	12	After having offered four oblations with (the spoon called) Sruva, reciting (the texts), 'That strength which lies in the lion, in the tiger, and in the panther,' &c., and the four Abhyâvartinîs (i.e. the texts), 'Thou, O fire, who turnest back,' &c., 'O Aṅgiras,' &c., 'Again with strength,' &c., (and) 'With wealth,' &c., after having taken his position, with sacred fuel in his hands, in the place allotted to the sacrificer, he worships (the fire) with the hymn which contains twelve verses (and begins), 'To Vaisvânara we announce.'
3	7	-	13	Having placed the piece of sacred fuel (on the fire with the text), 'Whatever sin I ever committed by thoughts or words, from all that free me (O fire, being duly) praised, for thou knowest the truth, Svâhâ,' he gives a fee.
3	7	-	14	(The ceremonies) which begin with the muttering (of the texts) and end with the gift of a cow as a fee are known.
3	7	-	15	One (person) only (shall) perform the service of the fire.
3	7	-	16	Now (let him offer) at the Agnyâdheya full oblations (pûrnâhuti, with the texts), 'Whatever cause of anger to the gods, ye gods;' 'The debts which I contracted;" May worshipful Agni give thee by every means long life.'
3	7	-	17	Having offered (it), he who is about to perform the Agnihotra, (worships) with the Dasahotri (texts); having offered (it), he who is about to perform the new and full moon sacrifices (worships) with the Katurhotri (texts); having offered (it), he who is about to offer the Kâturmâsya sacrifices (worships) with the Pañkahotri (texts); having offered it, (he worships) at an animal sacrifice with the Shaddhotri (texts), at a Soma-sacrifice with the Saptahotri (texts).
3	7	-	18	And it is declared in the Veda, 'Let him sacrifice (with the Kûshmânda texts) at the beginning of the rites; purified (thereby) he gains the world of the gods.' Thus (speaks) the Brâhmana.
3	8	-	1	Now, therefore, we will explain the rule of the Kândrâyana (lunar penance).
3	8	-	2	Let him fast on the fourteenth day of the bright half of the month.
3	8	-	3	Having had the hair on his head, his beard, the hair on his body, and his nails, or his beard alone, cut, let him enter, dressed, in new clothes and speaking the truth, the place where the sacrificial fire is preserved.
3	8	-	4	There a (common) fire, (which may be) fetched once (only, shall serve) him; or (the fire) must be produced by friction with the Aranis.
3	8	-	5	Let a student, who is a friend (of the performer), be ready at hand to (carry out his) directions;
3	8	-	6	And sacrificial viands (shall be his) food during the performance of the vow.
3	8	-	7	Having heaped fuel on the fire, scattered (Kusa grass) around it, and performed (the ceremonies) up to the end of the Agnimukha, he offers burnt oblations, (cutting off portions) from the cooked food,
3	8	-	8	(The first) to Agni, (the second) to the lunar day whichever it may be, (the third and the fourth) to the lunar mansion together with its guardian deity, the fifth to the moon (with the verse), 'Atrâha gor amanvata,' the sixth to the sky and the earth, the seventh to day and night, the eighth to Rudra, the ninth to the sun, the tenth to Varuna, the eleventh to Indra, and the twelfth to all the gods.
3	8	-	9	Now they mention (the following) other (oblations which are to be offered) to the points of the horizon and to their (guardian) deities, to the wide middle sphere and to its (guardian) deity.
3	8	-	10	Having offered (the oblation) to Agni Svishtakrit (with the verse), 'Ever new,' &c., he then places the remainder of the sacrificial viands into a goblet (kamsa) or a cup (kamasa), pours seasoning, that is fit for sacrifices, over them, and eats fifteen morsels of ordinary size,
3	8	-	11	The first (saying, 'I offer) thee to Prâna,' the second (saying,' I offer) thee to Apâna,' the third (saying, 'I offer) thee to Vyâna,' the fourth (saying, 'I offer) thee to Udâna,' the fifth (saying, 'I offer) thee to Samâna.' If there are only four (mouthfuls, he eats) the first reciting two (texts); if there are three, (he eats) the first two reciting two (texts) with each; if there are two, (he eats) the first reciting two (texts and) the second reciting three texts; (if, there is only) one, (he recites) all (the five texts) together.
3	8	-	12	Having drunk water (with the text), 'Thou art water used for moistening Soma,' &c., he then offers the (following) additional oblations of clarified butter, with the seven Anuvâkas (beginning), 'May my Prâna, Apâna, Vyâna, Udâna, and Samâna be purified;' 'May my voice, mind, eye, ear,' &c.; 'May my head, hands, feet;' 'May my skin;' 'May the sense of hearing, touch;' 'May earth, water;' 'May that which consists of food.'
3	8	-	13	(The ceremonies) beginning with the muttering (of sacred texts) and ending with the gift of a cow as a fee are known.
3	8	-	14	He worships the sun with (three verses) ad--dressed to Sûrya and the moon with (three verses) addressed to Kandramas.
3	8	-	15	When he goes to rest, he mutters (the verse), 'O fire, keep thou good watch,'
3	8	-	16	When he awakes (in the morning, the verse), 'O fire, thou art the protector of vows.'
3	8	-	17	Let him not talk with women and Sûdras addressing them first; let him not look at urine and ordure.
3	8	-	18	If he has seen any impure substance, he mutters (the text), 'Unrestrained (was) the internal organ, wretched my eye; the sun is the most excellent among the lights of heaven; O initiation, mayest thou not forsake me.'
3	8	-	19	On the first day of the latter half (of the month he eats) fourteen mouthfuls.
3	8	-	20	Thus (he takes every day) one (mouthful) less up to the day of the new moon.
3	8	-	21	On the day of the new moon there is not (even) one mouthful (left to take).
3	8	-	22	On the first day of the first half (of the month) one (mouthful may be eaten), on the second two.
3	8	-	23	Thus he daily increases (his meal) by one (mouthful) up to the day of the full moon.
3	8	-	24	On the day of the full moon he offers a Sthâlîpâka  to Agni, to the lunar day whichever it may be, and to the lunar mansions as well as to their (guardian) deities.
3	8	-	25	Having offered a burnt oblation to (the lunar mansion) Abhigit (which stands) before Sronâ, and to its (guardian) deity, he must give a cow to the Brâhmanas.
3	8	-	26	That is the ant-shaped lunar penance; (that which is performed in the) inverted (order is called) the barleycorn-shaped (lunar penance).
3	8	-	27	A sinner who has performed either of these two (penances) becomes free from all mortal sins (pâtaka).
3	8	-	28	They declare that the (Kândrâyana) shall be performed for the sake of the fulfilment of wishes of all kinds.
3	8	-	29	'Thereby man obtains every wish which he may conceive.'
3	8	-	30	'Thereby the sages formerly purified themselves and accomplished their objects. That (rite) procures wealth, spiritual merit, sons, cattle, long life, heavenly bliss, and fame; it secures the fulfilment of all desires.'
3	8	-	31	'He who studies this, becomes the companion of the lunar constellations, of sun and moon, and dwells in their world.'
3	9	-	1	Now, therefore, we will explain the rule of the Anasnatpârâyana (recitation of the whole Veda during a fast).
3	9	-	2	Let him wear a clean garment or a dress made of bark (or grass).
3	9	-	3	Let him desire food, fit for a sacrifice, or water and fruit.
3	9	-	4	Going forth from the village in an easterly or northerly direction, smearing a quadrangular sthandila, 'a bull's hide' in size, with cowdung, sprinkling it, drawing the marks on it, sprinkling it with water, heaping fuel on the fire and scattering (Kusa grass) around it, he offers burnt oblations to the following deities, to Agni Svâhâ, to Pragâpati [paragraph continues] Svâhâ, to Soma Svâhâ, to all the gods Svâhâ, to Svayambhu, to the Rikas, to the Yagus, to the Sâmans, to the Atharvans, to faith, to right knowledge, to wisdom, to fortune, to modesty, to Savitri, to the Sâvitrî (verse), to Sadasaspati, and to Anumati.
3	9	-	5	Having offered (these oblations), he must begin with the beginning of the Veda and continuously recite (it).
3	9	-	6	Let him not interrupt (the recitation) by talking, nor by stopping,
3	9	-	7	Now if he converses in between or stops, let him thrice suppress his breath, and begin just there where he left off.
3	9	-	8	If he has forgotten (a passage), he shall recite for as long a time as he does not recollect it, what (he may know, Rik-verses) for Rik-verses, (Yagus-formulas) for Yagus-formulas, (Sâmans) for Sâmans.
3	9	-	9	He may (also) recite the Brâhmana of that (forgotten passage) or (the passage from the Anukramanî regarding) its metre and its deities.
3	9	-	10	Let him recite the Samhitâ of (his) Veda twelve (times). He thereby removes (faults committed by) studying on forbidden (days, by) angering his teacher, (and through) improper acts. His (knowledge of the) Veda is sanctified, is purified.
3	9	-	11	(If he reads) more than that, a cumulation (of rewards will be the result).
3	9	-	12	If he recites the Samhitâ of the Veda another twelve (times), he gains thereby the world of Usanas.
3	9	-	13	If he recites the Samhitâ of the Veda anothertwelve (times), he gains thereby the world of Brihaspati.
3	9	-	14	If he recites the Samhitâ of the Veda another twelve (times), he gains thereby the world of Pragâpati.
3	9	-	15	If, fasting, he recites the Samhitâ one thou-sand (times), he becomes one with Brahman, resplendent like Brahman (and) Brahman (itself).
3	9	-	16	If he subsists during a year on food obtained by begging, he gains (the power of) supernatural vision.
3	9	-	17	If during six months he subsists on barley-gruel, during four months on water and barley-flour, during two months on fruit, (and) during one month on water, or performs Krikkhra penances of twelve days, he (obtains the power of) suddenly disappearing, and sanctifies seven descendants, seven ancestors, and himself as the fifteenth, and (any) company (of Brâhmanas) which he may enter.
3	9	-	18	They call that the ladder of the gods.
3	9	-	19	By means of that the gods reached their divine station and the sages the position of Rishis.
3	9	-	20	The periods for beginning this sacrifice, forsooth, are three, the time of the morning libation, the time of the midday libation, and the last part of the night, (the Muhûrta) sacred to Brahman.
3	9	-	21	Pragâpati, forsooth, proclaimed this (rite) to the seven Rishis, the seven Rishis to Mahâgagñu, and Mahâgagñu to the Brâhmanas.
3	10	-	1	The law of castes and of orders has been declared.
3	10	-	2	Now, indeed, man (in) this (world is polluted) by a vile action or acts wrongly, (e.g.) sacrifices for men. unworthy to offer a sacrifice, accepts presents from those whose gifts ought not to be accepted, eats the food of those whose food ought not to be eaten, (and) practises what is forbidden.
3	10	-	3	They are in doubt if he shall perform a penance for such (a deed) or if he shall not do it.
3	10	-	4	(They declare that he shall not do it) because the deed does not perish.
3	10	-	5	(The correct opinion is) that he shall perform (a penance).
3	10	-	6	It is declared in the Veda, 'Let him offer a Punastoma; (those who offer it, may) again come to (partake of) the libations of Soma.'
3	10	-	7	He who offers a horse-sacrifice conquers all sin, he effaces the guilt of the murder of a Brâhmana.'
3	10	-	8	Moreover, 'He who is being accused (of a heinous crime) shall perform an Agnishtut sacrifice.'
3	10	-	9	Reciting the Veda, austerity, a sacrifice, fasting, giving gifts are the means for expiating such (a blamable act).
3	10	-	10	The purificatory (texts are), the Upanishads, the initial (verses) of the Vedas, the ends of the Vedas (vedântas), the Samhitâs of all the Vedas, (the Anuvâkas called) Madhu, (the hymn of) Aghamarshana, the Atharvasiras, (the Anuvâkas called the) Rudras, the Purusha hymn, the two Sâmans (called) Râgina and Rauhineya, the Brihat (Sâman) and the Rathantara, the Purushagati (Sâman), the Mahânâmnîs, the Mahâvairâga (Sâman), the Mahâdivâkîrtya (Sâman), any of the Gyeshtha Sâmans, the Bahishpavamâna Sâman, the Kûshmândîs, the Pâvamânîs, and the Sâvitrî.
3	10	-	11	To live on milk alone, as if one were fasting, to eat vegetables only, to eat fruit only, (to live on) gruel prepared of a handful of barley-grains, to eat gold, to eat clarified butter (are the modes of subsistence) which purify.
3	10	-	12	All mountains, all rivers, holy lakes, bathing-places, the dwellings of Rishis, cowpens, (holy) plains and temples of the gods (are) places (which destroy sin)
3	10	-	13	Abstention from injuring living beings, truthfulness, abstention from theft (or unrighteously appropriating anything), bathing in the morning, at noon, and in the evening, obedience towards Gurus, continence, sleeping on the ground, dressing in one garment only, and abstaining from food (are the various kinds of) austerity.
3	10	-	14	Gold, a cow, a dress, a horse, land, sesamum, clarified butter, and food (are) the gifts.
3	10	-	15	A year, six months, four (months), three (months), two (months), one (month), twenty-four days, twelve days, six days, three days, a day and a night, (and) one day are the periods (for penances).
3	10	-	16	These (acts) may be optionally performed if no (particular penance) has been prescribed,
3	10	-	17	(Viz.) for great crimes difficult (penances) and for trivial faults easy ones.
3	10	-	18	The Krikkhra and the Atikrikkhra, as well as the Kândrâyana, are penances for all (offences).
4	1	-	1	We will separately explain the various penances for the several offences, both heavier and lighter ones.
4	1	-	2	Let him prescribe whatever may be befitting for each (case),--heavier (penances) for great (crimes) and easier ones for trivial (faults).
4	1	-	3	Let him perform the penances according to the rule given in the Institutes (of the Sacred Law in cases) where an offence has been committed with the organ or with the feet (and) the arms, through thoughts or speech, through the ear, the skin, the nose or the eye.
4	1	-	4	Or, in (the case of) transgressions committed through the organ of vision, of hearing, of sensation, of smelling, and through thoughts, he also becomes pure by three suppressions of the breath.
4	1	-	5	In case (he commits the offences) of eating the food of a Sûdra or of cohabiting with a Sûdra female, severally, he must perform, during seven days, seven suppressions of the breath on each day.
4	1	-	6	For partaking of food unfit for eating or drinking, and for selling forbidden merchandise, excepting honey, meat, clarified butter, oil, pungent condiments and bad food, and for similar (offences), he must perform, during twelve days, twelve suppressions of the breath on each day.
4	1	-	7	For other transgressions excepting mortal sins (pâtaka), crimes causing loss of caste (patanîya), and the minor faults (called upapâtaka), he must perform, during half a month, twelve suppressions of the breath on each day.
4	1	-	8	For other transgressions excepting mortal sins and crimes causing loss of caste, he must perform, during twelve periods of twelve days, twelve suppressions of the breath on each day.
4	1	-	9	For other transgressions excepting mortal sins he must perform, during twelve half-months, twelve suppressions of the breath on each day.
4	1	-	10	But for mortal sins he must perform, during a year, twelve suppressions of the breath on each day.
4	1	-	11	Let him give his daughter, while she still goes naked, to a man who has not broken the vow of chastity and who possesses good qualities, or even to one destitute of good qualities; let him not keep (the maiden) in (his house) after she has reached the age of puberty.
4	1	-	12	He who does not give away a marriageable daughter during three years doubtlessly contracts a guilt equal to (that of) destroying an embryo.
4	1	-	13	Such will be the case if anybody asks her in marriage, and also if nobody demands her. Manu has declared that at each appearance of the menses (the father incurs the guilt of) a mortal sin.
4	1	-	14	Three years let a marriageable damsel wait for the order of her father. But after (that) time let her choose for herself in the fourth year a husband (of) equal (rank). If no man (of) equal (rank) be found, she may take even one destitute of good qualities.
4	1	-	15	If a damsel has been abducted by force, and has not been wedded with sacred texts, she may lawfully be given to another man; she is even like a maiden.
4	1	-	16	If, after (a damsel) has been given away, or even after (the nuptial sacrifices) have been offered, the husband dies, she who (thus) has left (her father's house) and has returned, may be again wedded according to the rule applicable to second weddings, provided the marriage had not been consummated.
4	1	-	17	He who does not approach, during three years, a wife who is marriageable, incurs, without doubt, a guilt equal to that of destroying an embryo.
4	1	-	18	But the ancestors of that man who does not approach his wife who bathed after her temporary uncleanness, though he dwells near her, lie during that month in the menstrual excretions (of the wife).
4	1	-	19	They declare that the guilt of the husband who does not approach his wife in due season, of him who approaches her during her temporary uncleanness, and of him who commits an unnatural crime (with her), is equally (great).
4	1	-	20	Let him proclaim in the village a wife who, being obdurate against her husband, makes herself sterile, as one who destroys embryos, and drive her from his house.
4	1	-	21	But for the transgression of that husband who does not approach a wife who bathed after temporary uncleanness, (the performance of) one hundred suppressions of the breath is prescribed (as a penance).
4	1	-	22	Seated with Kusa grass in his hands, let him repeatedly suppress his breath, and again and again recite purificatory texts, the Vyâhritis, the syllable Om, and the daily portion of the Veda.
4	1	-	23	Always intent on the practice of Yoga, let him again and again suppress his breath. (Thus) he performs the highest austerity up to the ends of his hair and up to the ends of his nails.
4	1	-	24	Through the obstruction (of the respiration) air is generated, through air fire is produced, then through heat water is formed; hence he is internally purified by (those) three.
4	1	-	25	Through the practice of Yoga (true) knowledge is obtained, Yoga is the sum of the sacred law, all good qualities are gained through Yoga; therefore let him always be absorbed in the practice of Yoga.
4	1	-	26	The Vedas likewise begin with the syllable Om, and they end with the syllable Om. The syllable Om and the Vyâhritis are the eternal, everlasting Brahman.
4	1	-	27	For him who is constantly engaged in (reciting) the syllable Om, the seven Vyâhritis, and the three-footed Gâyatrî, no danger exists anywhere.
4	1	-	28	If, restraining his breath, he thrice recites the Gâyatrî together with the syllable Om and with the (text called) Siras, that is called one suppression of breath.
4	1	-	29	But sixteen suppressions of breath, accompanied by (the recitation of) the Vyâhritis and of the syllable Om, repeated daily, purify after a month even the slayer of a learned Brâhmana.
4	1	-	30	That is the highest austerity, that is the best description of the sacred law. That, indeed, is the best means of removing all sin.
4	2	-	1	We will separately explain the various penances for the several offences, both heavier and lighter ones.
4	2	-	2	Let him prescribe whatever may be befitting for each (case),--heavier penances for great (crimes), and lighter ones for trivial (faults).
4	2	-	3	Let him perform the penances according to the rule given in the Institutes of the Sacred Law.
4	2	-	4	He who is about to accept gifts, or he who has accepted gifts, must repeatedly recite the four Rik-verses (called) Taratsamandîs.
4	2	-	5	But in case one has eaten any kind of forbidden food; or that given by a person whose food must not be eaten, the means of removing the guilt is to sprinkle water (over one's head) while one recites the Taratsamandî Rikas.
4	2	-	6	But we will, hereafter, declare another rule for (the expiation of) the murder of a learned Brâhmana, whereby (men) are freed also from mortal sins of all (kinds).
4	2	-	7	Let him (perform), during twelve nights, suppressionsof the breath (and) mutter purificatory texts, the Vyâhritis, the syllable Om, (and) the Aghamarshana hymn, (living) on milk;
4	2	-	8	Or (he becomes) pure if he bathes, and during three (days and) nights subsists on air and (remains dressed) in wet clothes.
4	2	-	9	But if he has repeatedly committed forbidden acts of all kinds, and has (afterwards) worshipped reciting the Vârunî (texts), he is freed from all sin.
4	2	-	10	Now a student who has broken his vow (avakîrnin) shall heap fuel on the fire on the night of the new moon, perform the preparatory ceremonies required for a Darvîhoma, and offer two oblations of clarified butter (reciting the following texts): 'O Lust, I have broken my vow, my vow I have broken, O Lust, to. Lust Svâhâ;' 'O Lust, I have done evil, I have done evil, O Lust, to Lust Svâhâ.'
4	2	-	11	After he has made the offering, he shall address the fire, closely joining his hands and turning sideways, (with the following texts): 'May the Maruts grant me, may Indra, may Brihaspati,, may this fire grant me long life and strength, make me long-lived.' The Maruts, forsooth, give back to him the vital airs, Indra gives back to him strength, Brihaspati the lustre of Brahman, Fire all the remainder. (Thus) his body is made whole, and he attains the full length of life. Let him next address (the gods) with three (repetitions of the texts).[paragraph continues] For the gods are trebly true. (All that) has been declared in the Veda.
4	2	-	12	He who considers himself defiled by minor offences (upapâtaka), will be freed from all guilt if he offers burnt oblations according to this same rule;
4	2	-	13	Or if he has partaken of food unfit to be eaten or to be drunk or of forbidden food, and if he has committed sinful acts or performed sinful rites either unintentionally or intentionally, and if he has had connexion with a female of the Sûdra caste or committed an unnatural crime, he becomes pure by bathing (and reciting) the Abliṅga (verses) and (those called) Vârunîs.
4	2	-	14	Now they quote also (the following verse): If he has partaken of food unfit to be eaten or to be drunk, or of forbidden food, and if he has committed forbidden acts or performed forbidden rites, he will, nevertheless, be freed from (crimes) committed intentionally which are similar to mortal sins, nay, even from mortal sins (pâtaka).'
4	2	-	15	Or let him fast during three (days and) nights, bathe thrice a day, and, suppressing his breath, thrice recite the Aghamarshana. Manu has declared that that is equal (in efficacy) to the final bath at a horse-sacrifice.
4	2	-	16	And it is declared in the Veda, '(That is) the ancient purificatory rite, which is widely known (in the Institutes of the Sacred Law); purified thereby man conquers sin. May we, sanctified by this holy means of purification, conquer our enemy, sin.'
4	3	-	1	We will explain the (secret) penances which are not prescribed (by others, but by the offender himself, and) particularly what shall be done in (case) faults (have been committed) by men who, with concentrated minds, (are) intent (on the performance of their duties).
4	3	-	2	(Such a man) may sip water, (in order to atone) for all mortal sins, reciting the syllable Om and all the Vyâhritis.
4	3	-	3	When he sips water the first time, he gladdens the Rig-veda, the second time the Yagur-veda, the third time the Sâma-veda.
4	3	-	4	When he wipes (his lips) the first time, he gladdens the Atharva-veda, the second time the Itihâsas and Purânas.
4	3	-	5	When he sprinkles water on the right hand, the feet, the head, the heart, the nostrils, the eyes, the ears, and the navel, he gladdens the trees and herbs and all deities. Therefore he is freed from all sin by sipping water.
4	3	-	6	Or let him offer in the fire eight pieces of sacred fuel, reciting (the following) eight (texts): 'Thou art the expiation of sin committed by the gods, Svâhâ;' 'Thou art the expiation of sin committed by men, Svâhâ;' 'Thou art the expiation of sin committed by the manes, Svâhâ;' 'Thou art the expiation of sin committed by myself, Svâhâ;' 'Thou art the expiation of the sift which we have committed either by day or by night, Svâhâ;" Thou art the expiation of the sin which we have committed either sleeping or waking, Svâhâ;' 'Thou art the expiation of the sin which we have committed either intentionally or unintentionally, Svâhâ;' Thou art the expiation of every sin, Svâhâ.'
4	3	-	7	When he has offered (these eight oblations) he will be freed from all guilt.
4	3	-	8	Now they quote also (the following verse): 'The Aghamarshana, the Devakrita, the Suddhavatîs, the Taratsamâs, the Kûshmândîs, the Pâvamânîs, the Virâgâs, the Mrityulâṅgala, the Durgâ (Sâvitrî), the Vyâhritis, and the Rudras (are texts) which are very efficacious for effacing sin.'
4	4	-	1	We will explain the (secret) penances which are not prescribed (by others, but by the offender himself, and) particularly what shall be done in (case) faults (have been committed) by men who, with concentrated minds, (are) intent (on the performance of their duties).
4	4	-	2	He who, standing in water, thrice recites that (hymn of) Aghamarshana (which begins), 'Both right and truth,' will be freed from all guilt.
4	4	-	3	He who, standing in water, thrice recites the verse, 'This spotted bull,' &c., will be freed from all guilt;
4	4	-	4	He who, standing in water, thrice recites the verse, 'Freed from the post as it were,' will be freed from all guilt.
4	4	-	5	He who, standing in water, thrice recites the verse, 'A swan dwelling in purity,' will be freed from all guilt;
4	4	-	6	Or, he who, standing in water, thrice recites the Sâvitrî, foot by foot, half verse by half verse, and afterwards entire, will be freed from all guilt;
4	4	-	7	Or, he who, standing in water, thrice recites the Vyâhritis, both separately and altogether, will be freed from all guilt;
4	4	-	8	Or, he who, standing in water, thrice recites the syllable Om alone, will be freed from all guilt.
4	4	-	9	Let him not teach these Institutes of the Sacred Law to one who is neither his son nor his pupil, nor has resided (in his house) less than a year.
4	4	-	10	The fee (for teaching it) is one thousand (panas, or) ten cows and a bull, or the worship of the teacher.
4	5	-	1	Now, therefore, I will proclaim by what rites, connected with the Sâman, Rik, Yagus, and Atharva-vedas, [paragraph continues] (man) quickly attains the wishes of his heart.
4	5	-	2	Having purified his body by muttered prayers, burnt oblations, Ishtis, restraints, and the like, he will accomplish all his objects. He will not attain success in any other way.
4	5	-	3	A Brâhmana, who is going to mutter prayers, to offer burnt oblations or Ishtis, or to practise restraints, shall, first, during the bright half of the month, on a lucky day and under a lucky constellation, cause his hair and beard to be cut.
4	5	-	4	Let him bathe in the morning, at noon, and in the evening; let him beware of anger and untruth; let him not address women and Sûdras; let him be continent, and subsist solely on food fit for offerings.
4	5	-	5	Avoiding to sleep in the day-time, let him worship cows, Brâhmanas, manes, and gods. As long as he is engaged in muttering prayers, offering Homas and Ishtis, and practising restraints, let him stand during the day and sit during the night.
4	5	-	6	The Krikkhra (penance) revealed by Pragâpati lasts twelve days, (which are divided into four separate) periods of three days; (during the first period of three days he eats) in the day-time (only, during the second) at night (only, during the third he subsists on) food given without asking, (and during the fourth) finally (he lives on) air.
4	5	-	7	(If one eats on) one (day in) the morning (only), and (on the following day) at night (only, on the next day food) given without asking, (and on the fourth day) subsists on air, and repeats this three times, that is called the Krikkhra (penance) of children.
4	5	-	8	(If) one eats one mouthful only at each (meal), following, during (three) periods of three days, the rules given above, and subsists during another period of three days on air, that is called the Atikrikkhra penance.
4	5	-	9	(If) during those (first) three periods of three days one partakes of water only, and subsists afterwards (during three days) on air, that third (variety) must be known to be the most efficacious Krikkhrâtikrikkhra penance.
4	5	-	10	If one drinks hot milk, (hot) clarified butter, (and a hot) decoction of Kusa grass, each during three days, and fasts during another three days, that is called the Taptakrikkhra.
4	5	-	11	(If one lives during one day) on cow's urine, (during one day) on cowdung, (during one day) on milk, (during one day) on sour milk, (during one day) on clarified butter, (during one day) on a decoction of Kusa grass, and during one (day and) night on air, that is called the Sâmtâpana Krikkhra.
4	5	-	12	Let him take the cow's urine, reciting the Gâyatrî; the cowdung, (reciting the text), 'Gandhadvârâm;' the milk, (reciting the verse), 'Âpyâyasva;' the sour milk, reciting (the verse), 'Dadhikrâvnâ;' the clarified butter, (saying), 'Sukram asi;' the decoction of Kusa grass (with the text), 'Devasya tvâ;'
