Prapathaka	Kandika_no	Text_no	Hymn
4	7	22	'Let him avoid an Asvattha tree on the east-side (of his house), and a Plaksha on the south-side, a Nyagrodha on the west-side, and on the north-side an Udumbara.
4	7	23	'One should say that an Asvattha brings (to the house) danger from fire; one should say that a Plaksha tree brings early death (to the inhabitants of the house), that a Nyagrodha brings oppression through (hostile) arms, that an Udumbara brings diseases of the eye.
4	7	24	'The Asvattha is sacred to the sun, the Plaksha to Yama, the Nyagrodha is the tree that belongs to Varuna, the Udumbara, to Pragâpati.'
4	7	25	He should place those (trees) in another place than their proper one,
4	7	26	And should sacrifice to those same deities.
4	7	27	Let him put wood on the fire in the middle of the house, and sacrifice a black cow,
4	7	28	Or a white goat,
4	7	29	(The one or the other) together with milk-rice.
4	7	30	Or (only) milk-rice.
4	7	31	Having mingled together the fat (of the animal), Âgya, its flesh, and the milk-rice,
4	7	32	He should take eight portions (of that mixture) and should sacrifice (the following eight oblations):
4	7	33	The first (verse, accompanying the first oblation), is, 'Vâstoshpati!' .
4	7	34	(Then follow) the (three) verses of the Vâmadevya,
4	7	35	(And the three) Mahâvyâhritis.
4	7	36	The last (oblation is offered with the formula), 'To Pragâpati (svâhâ).'
4	7	37	After he has sacrificed, he should offer ten Balis,
4	7	38	In the different directions (of the horizon), from left to right,
4	7	39	And in the intermediate points,
4	7	40	In due order, without a transposition.
4	7	41	(He should offer a Bali) in the east with (the formula), '(Adoration) to Indra!' in the intermediate direction—'To Vâyu!' in the south—'To Yama!' in the intermediate direction—'(Svadhâ) to the Fathers!' in the west—'(Adoration) to Varuna!' in the intermediate direction—'To Mahârâga!' in the north—'To Soma!' in the intermediate direction—'To Mahendra!' downwards—[paragraph continues] 'To Vâsuki!' upwards, in the sky (i.e. throwing the Bali into the air), with (the formula), 'Adoration to Brahman!'
4	7	42	To the east, upwards, and downwards this should be done constantly, day by day.
4	7	43	(The whole ceremony is repeated) every year or at the two sacrifices of the first fruits.
4	8	1	At the Sravanâ and Âgrahâyanî sacrifices he should leave a remainder of fried grains.
4	8	2	Having gone out of the village in an easterly or in a northerly direction, and having put wood on the fire at a place where four roads meet, he should sacrifice (those fried grains) with his joined hands, with the single (verses of the text), 'Hearken, Râkâ!' .
4	8	3	Walking eastward (he should), looking upwards, (offer a Bali) to the hosts of divine beings, with (the formula), 'Be a giver of wealth' ;
4	8	4	(Walking?) towards the side, (he should offer a Bali) to the hosts of other beings, looking downwards.
4	8	5	Returning (to the fire) without looking back, he should, together with the persons belonging to hisfamily, as far as they have been initiated (by the Upanayana), eat the fried grains.
4	8	6	(This ceremony) procures happiness.
4	8	7	(With the two formulas), 'Obeying the will' and 'Saṅkha' , he should sacrifice two oblations of rice and of barley separately,
4	8	8	With reference to a person whose favour he wishes to gain.
4	8	9	This is done daily.
4	8	10	With the Ekâksharyâ verse  two rites (are performed) which are connected with the observance (of fasting) for a fortnight.
4	8	11	One who is desirous of long life, should sacrifice (with that verse), in the night of the full moon, one hundred pegs of Khadira wood;
4	8	12	Of iron, if he desires that (his enemies) may be killed.
4	8	13	Now another ceremony (performed with the same verse).
4	8	14	Having gone out of the village in an easterly or in a northerly direction, he should at a place where four roads meet, or on a mountain, set an elevated surface, consisting of the dung of beasts of the forest, on fire, should sweep the coals away, and should make an oblation of butter (on that surface) with his mouth, repeating that Mantra in his mind.
4	8	15	If (that oblation of butter) catches fire, twelve villages (will be his).
4	8	16	If smoke rises, at least three.
4	8	17	They call this ceremony one which is not in vain.
4	8	18	One who desires that his means of livelihood may not be exhausted, should sacrifice green cow-dung in the evening and in the morning.
4	8	19	Of articles which he has bought, he should, after having fasted three (days and) nights, make an oblation with the formula, 'Here this Visvakarman' .
4	8	20	Of a garment he should offer some threads (with that formula),
4	8	21	Of a cow some hairs (of its tail);
4	8	22	In the same way (he should offer some part) of other articles which he has bought.
4	8	23	The sacrifice of a full oblation  should be performed on the sacrificial day (i.e. on the first day of the fortnight),
4	8	24	And (on such a day let him sacrifice) with (the formula), 'Indrâmavadât (?)' .
4	8	25	One who is desirous of glory, (should offer) the first (oblation); one who is desirous of companions, the second.
4	9	1	One who desires to become a ruler among men should fast through a period of eight nights.
4	9	2	Then he should provide a Sruva spoon, a cup (for water), and fuel, of Udumbara wood,
4	9	3	Should go out of the village in an easterly or in a northerly direction, should put wood on the fire at a place where four roads meet,
4	9	4	And should sacrifice Âgya, turning his face towards the sun, with (the formulas), 'Food indeed is the only thing that is pervaded by the metres,' and, 'Bliss indeed' ;
4	9	5	A third (oblation) in the village with (the formula), 'The food's essence is ghee' .
4	9	6	One who is desirous of cattle, (should offer this oblation) in a cow-stable.
4	9	7	If (the cow-stable) is damaged by fire (?), (he should offer) a monk's robe.
4	9	8	On a dangerous road let him make knots in the skirts of the garments (of himself and of his companions),
4	9	9	Approaching those (of the travellers) who wear garments (with skirts).
4	9	10	with the word Svâhâ at the end of each.
4	9	11	This will bring a prosperous journey (to himself) and to his companions. [Or: (He should do the same with the garments) of his companions. This will bring a prosperous journey.]
4	9	12	One who desires to gain a thousand cart-loads (of gold), should sacrifice one thousand oblations of flour of fried grains.
4	9	13	One who is desirous of cattle, should sacrifice one thousand oblations of the excrements of a male and a female calf;
4	9	14	Of a male and a female sheep, if he is desirous of flocks.
4	9	15	One who desires that his means of livelihood may not be exhausted, should sacrifice in the evening and in the morning the fallings-off of rice-grains, with (the formulas), 'To Hunger Svâhâ!' 'To Hunger and Thirst Svâhâ!' .
4	9	16	If somebody has been bitten by a venomous animal, he should murmur (the verse), 'Do not fear, thou wilt not die' , and should besprinkle him with water.
4	9	17	With (the formula), 'Strong one! Protect' , a Snâtaka, when lying down (to sleep), should lay down his bamboo staff near (his bed).
4	9	18	This will bring him luck.
4	9	19	(The verses), 'Thy worm is killed by Atri' , he should murmur, besprinkling a place where he has a worm with water.
4	9	20	If he intends to do this for cattle, he should fetch in the afternoon an earth-clod taken out of a furrow, and should put it down in the open air.
4	9	21	In the morning he should strew the dust of it round (the place attacked by worms), and should murmur (the same texts).
4	10	1	To the north of the place (in which the Arghya reception will be offered to a guest), they should bind a cow (to a post or the like), and should (reverentially) approach it with (the verse), 'Arhanâ putra vâsa' .
4	10	2	(The guest to whom the Arghya reception is going to be offered) should come forward murmuring, 'Here I tread on this Padyâ Virâg for the sake of the enjoyment of food' .
4	10	3	(He should do so) where they are going to perform the Arghya ceremony for him,
4	10	4	Or when they perform it.
4	10	5	Let them announce three times (to the guest) separately (each of the following things which arebrought to him): a bed (of grass to sit down on), water for washing the feet, the Argha water, water for sipping, and the Madhuparka (i.e. a mixture of ghee, curds, and honey).
4	10	6	Let him spread out the bed (of grass, so that the points of the grass are) turned to the north, with (the verse), 'The herbs which' , and let him sit down thereon;
4	10	7	If there are two (beds of grass), with the two (verses) separately ;
4	10	8	On the second (he treads) with the feet.
4	10	9	Let him look at the water (with which he is to wash his feet), with (the formula), 'From which side I see the goddesses' .
4	10	10	Let him wash his left foot with (the formula), 'The left foot I wash;' let him wash his right foot with (the formula), 'The right foot I wash' ;
4	10	11	Both with the rest (of the Mantra, i.e. with the formula), 'First the one, then the other' .
4	10	12	Let him accept the Arghya water with (the formula), 'Thou art the queen of food' .
4	10	13	The water (offered to him) for sipping he should sip with (the formula), 'Glory art thou' .
4	10	14	The Madhuparka he should accept with (the formula), 'The glory's glory art thou' .
4	10	15	Let him drink (of it) three times with (theformula which he repeats thrice), 'The glory's food art thou; the might's food art thou; the bliss's food art thou; bestow bliss on me' ;
4	10	16	Silently a fourth time.
4	10	17	Having drunk more of it, he should give the remainder to a Brâhmana.
4	10	18	After he has sipped water, the barber should thrice say to him, 'A cow!'
4	10	19	He should reply, 'Let loose the cow from the fetter of Varuna; bind (with it) him who hates me. Kill him and (the enemy) of N.N., (the enemies) of both (myself and N.N.). Deliver the cow; let it eat grass, let it drink water' .
4	10	20	(And after the cow has been set at liberty), let him address it with (the verse), 'The mother of the Rudras' .
4	10	21	Thus if it is no sacrifice (at which the Arghya reception is offered),
4	10	22	(He should say), 'Make it (ready),' if it is a sacrifice.
4	10	23	There are six persons to whom the Arghya reception is due, (namely),
4	10	24	A teacher, an officiating priest, a Snâtaka, a king, the father-in-law, a friend coming as a guest.
4	10	25	They should offer the Arghya reception (to such persons not more than) once a year.
4	10	26	But repeatedly in the case of a sacrifice and of a wedding. But repeatedly in the case of a sacrifice and of a wedding.End of the Fourth Prapâthaka.___________________End of the Gobhila-Grihya-sûtra.
