Adhyaya_no	Khanda_no	Text_no	Hymn
5	1	1	. Now when he intends to set out on a journey, he makes (his sacred) fire enter into himself, (or) into the two kindling sticks, or into (an ordinary) log of wood,
5	1	2	. Once with (the text), 'Come, enter into my Prânas,' twice silently.
5	1	3	Or with (the verse), 'This is thy womb'  he warms the two kindling sticks,
5	1	4	Or an (ordinary log of) wood.
5	1	5	. And before sunset the kindling (by attrition),
5	1	6	And at the time of the Vaisvadeva sacrifice.
5	1	7	. Having carried a common fire to a place that has been smeared (with cowdung), which is elevated, andwhich has been sprinkled (with water), he makes (the sacred fire) redescend (from its receptacle, with the formula), 'Redescend!'
5	1	8	. If the fire goes out, he sacrifices the two Sarvaprâyaskitta oblations (oblations for general expiation) and (other oblations) with (the formulas), 'Protect us, Agni, that we may prosper. Svâhâ! Protect us that we may obtain all wealth. Svâhâ! The sacrifice protect, O resplendent one! Svâhâ! Protect everything, O hundredfold wise one. Svâhâ!'
5	1	9	In the case of a breach of his vow let him fast and sacrifice (an oblation) of Âgya with (the verse), 'Thou, Agni, art the lord of the vow' .
5	2	1	. Now about (the consecration of) ponds, wells, and tanks.
5	2	2	In the bright fortnight, or on an auspicious Tithi,
5	2	3	Having cooked barley-grains with milk,
5	2	4	He shall sacrifice with the two (verses), 'Thouhast us, Agni' , (and with the verses), 'We propitiate thy wrath' , 'This my prayer, Varuna' , 'Loosen the highest, Varuna' , 'This prayer of the man who exercises himself' ,
5	2	5	. (And with the words), 'The domestic one, he who goes away from the house, the refreshing one, he who goes into the kennel, he who dwells in the kennel, he who comes out of it, the greedy one, the destroyer of enemies'—to the different directions (of the horizon), beginning with that belonging to Varuna (i.e. the west), from left to right.
5	2	6	in the centre he makes oblations with milk with (the verses), 'Having eyes all around' , 'This has Vishnu' ,
5	2	7	Plunging (into the water) with (the verse), 'Whatever here' .
5	2	8	A cow and a pair of clothes is the fee for the sacrifice.
5	2	9	Then feeding of the Brâhmanas.
5	3	1	. Now at (the consecration of) a garden: having established the (sacred) fire (in that garden),
5	3	2	(And) having prepared a mess of cooked food,
5	3	3	He shall sacrifice with (the formulas), 'To[paragraph continues] Vishnu svâhâ! To Indra and Agni svâhâ! To Visvakarman svâhâ!' (and with the verses), 'Whom the men' , verse by verse.
5	3	4	He recites over (the garden), 'O tree with thy hundred branches' .
5	3	5	The fee for the sacrifice is gold.
5	4	1	Now if a half-monthly sacrifice has not been performed, one or the other of them, then a mess of rice (is to be offered as an expiation),
5	4	2	With (the words), 'To Agni Vaisvânara svâhâ! To Agni Tantumat svâhâ!'
5	4	3	In the case of an intermission of the (morning or evening) oblations—
5	4	4	(He shall make expiatory oblations), in the evening with (the formula), 'Enlightener of the darkness, adoration! Svâhâ!'
5	4	5	In the morning with (the formula), 'Enlightener of the morning, adoration! Svâhâ!'
5	4	6	. After he has sacrificed as many oblations as there had been sacrifices (left out), the sacrifice (itself goes on) as (stated) above.
5	5	1	If a dove or an owl sits down (on his house),
5	5	2	Let him sacrifice with (the hymn), 'O gods, the dove' , verse by verse.
5	5	3	If he has seen a bad dream or an occurrence boding misfortune,
5	5	4	Or when the cawing of a crow is heard in (the dead of) night,
5	5	5	And in the case of other prodigies,
5	5	6	Let him cook rice-grains with milk,
5	5	7	With the milk of a cow that has a calf of the same colour (with her own),
5	5	8	But in no case of a black (cow),
5	5	9	And let him sacrifice with the night-hymn , verse by verse.
5	5	10	Having eaten the remnants of those oblations with the Mahâvyâhritis,
5	5	11	And having recited over his ears (the verse), 'Blessing with our ears' ,
5	5	12	And over himself (the verse), 'May a hundred autumns be before us, ye gods' ,
5	5	13	He shall give something to the Brâhmanas.
5	6	1	When a disease has befallen him,
5	6	2	Let him offer boiled rice-grains with Gavedhukâ-grass with (the hymn), 'These (prayers) to Rudra, the strong one, with braided hair' , verse by verse.
5	7	1	. If (his wife) gives birth to a child, without the Sîmantonnayana having been performed,
5	7	2	. (Or if) the Gâtakarman has not been performed (for the child),
5	7	3	. He places, when ten days have elapsed since (the delivery), the little child in the mother's lap,
5	7	4	And after he has sacrificed with the Mahâvyâhritis, the sacrifice (that had been omitted, is performed) as (stated) above.
5	8	1	If a post puts forth shoots,
5	8	2	Let him prepare a mess of cooked food and offer the boiled rice with the two (verses), 'In that way bringing forth deeds' , 'Of tawny shape, weighty, a giver of vigour' . A
5	8	3	. Should the pot for the Pranîtâ water, the Âgya- pot, any other earthen (vessel) be damaged and leak,
5	8	4	. He sacrifices the two Sarvaprâyaskitta oblations and recites the three verses, 'He who without' , over the broken (vessel).
5	8	5	. Should the two (Kusa blades which are used as) strainers be spoiled before the completion of the sacrifice,
5	8	6	. Let him sacrifice the Sarvaprâyaskitta and make new ones with (the verse), 'In the water, Agni' .
5	9	1	. Now (follows) the Sapindîkarana.
5	9	2	. Let him fill four water-pots (for the Manes) from the father upwards,
5	9	3	And prepare in the same way lumps (of flour),
5	9	4	And let him distribute the first lump on the (other) three with (the verses), They who commonly, concordantly (dwell) in Yama's realm, the fathers: for them be space, freedom, adoration, sacrifice established among the gods.'They who commonly, harmoniously (dwell), the living among the living, mine: may their prosperity fall to my lot in this world through a hundred years'—And with the two (verses), 'Equal the design' .
5	9	5	. In the same way the vessels with Argha water.
5	9	6	In the same way for the mother, for a brother, and for a wife that has died before (her husband), adding (the lump belonging to that person) to those (other) lumps.
5	10	1	If the bees make honey in his house,
5	10	2	Let him fast and sacrifice a hundred and eight pieces of Udumbara wood, which are besmeared with curds, honey, and ghee, with the two (verses), 'No (harm) to us in our offspring' .
5	10	3	. And let him murmur the hymn, 'For welfare may Indra and Agni' ; and (the same hymn should be used) at all (ceremonies), suchas that of the sacrifice after assent has been declared .
5	10	4	. After he has sacrificed seventeen one span long pieces of Palâsa wood, he then seizes the Sruva.
5	10	5	Fifteen at the full and new moon sacrifices.
5	10	6	. At the Ashtakâ ceremony in the middle of the rainy season there may optionally be three (pieces of wood); the sacrifice as at the Pitriyagña.
5	11	1	If an anthill arises in his house, the house should be abandoned.
5	11	2	. Then, after having fasted three nights (and days), he should perform the great expiation.Here ends the Fifth Adhyâya.
6	1	1	. Now, after having paid reverence to Brahman, to the Brahmarishi, to (those who descend from) Brahman's womb, to Indra, Pragâpati, Vasishtha, Vâmadeva, Kahola Kaushîtaki, Mahâkaushîtaki, Suyagña Sâṅkhâyana, Âsvalâyana, Aitareya, Mahaitareya, Kâtyâyana, Sâtyâyana, Sâkalya, Babhru, Bâbhravya, Mandu, Mândavya, and to all the teachers of the past, we will henceforth explain the rules for the Âranyaka as forming the subject of Svâdhyâya (private recitation of a text).
6	1	2	. The teacher abstains through one day and one night from sexual intercourse and from eating flesh.
6	1	3	. Raw flesh, a Kandâla, a woman that has lately been confined, or that has her courses, seeing blood or persons whose hands have been cut off: (these persons and things he shall know form) impediments for the study.
6	1	4	And of the corpse-like (animals?).
6	1	5	Those which enter (their dens?) with the mouth first (?).
6	1	6	. When he has vomited, or when his beard has been shaved,
6	1	7	. When he has eaten flesh or partaken of a Srâddha or birth dinner,
6	1	8	During the days that immediately follow on (days of) study in the village,
6	1	9	Three nights (and days), if (he has been) put out of order,
6	1	10	(Or has been violently) seized by others,
6	1	11	And during the second half of the days that precede (?) the Parvan days,
6	1	12	And if fire-flames, lightning, thunder, (heavy) rains, and great clouds appear,
6	1	13	And if a storm (blows) that carries away pebbles, as long as that lasts.
6	1	2	,
6	1	1	During four months after the full moon of Âshâdha let him not study.
6	1	2	. Especially the Sakvarî verses (are concerned by what has been declared). Such are the rules.
6	2	3	. Let them go to a clean spot in the north-eastern direction, that receives its light from the east.
6	2	4	The drawing of water (should be done) before sunrise,
6	2	5	. And the entering into the circle with this verse, 'She who smells of salve' .
6	2	6	. The circle should have its entrance to the east or to the north; it should be (praised as) excellent among the people, not too spacious, not too narrow.
6	2	7	. The final expiation (should extend) to the Vâmadevya.
6	2	8	And the invitation to resume the recitation (is done in the following way)
6	2	9	After they have sipped water that stands outside the circle,
6	2	10	Let them resume the recitation, having performed the expiation.
6	2	11	If the vessel used in the expiation is damaged, sprinkling (with water forms) the expiatory act (to be performed for it).
6	2	12	(That) sprinkling, however, (one should perform) holding gold or a bunch of Darbha grass in his hand.
6	2	13	So far what pertains to the general rules.
6	3	1	Now after they have entered the circle—
6	3	2	. The teacher sits down with his face to the east, the others, according to their rank, (sit down) towards the south, with their faces to the north.
6	3	3	If that is impossible, with their faces to all directions.
6	3	4	Let them expect the rising of the sun,
6	3	5	And when they behold it in its splendour,
6	3	6	. Let them with (the words), 'Recite, sir!' seize with their hands, holding the right hand uppermost, the feet of the teacher, which have been washed, with the right (hand) the right (foot), with the left the left,
6	3	7	. And having then put (the hands) into the vessel used for the expiation, into water in which pieces of Dûrvâ stalks are, let them begin their study, when their hands have ceased to drip.
6	3	8	This is the rite. But when they are tired, let one of them bring it about that the vessel used for the expiation be not empty.
6	3	9	And all (should do so) at the beginning and the end of (each) Adhyâya.
6	3	10	. (All) that is done continuously, without interruption.
6	3	11	Now the expiation.
6	3	12	. The syllable OM, the Mahâvyâhritis, the Sâvitrî, the Rathantara, the Brihat, the Vâmadevya; Brihat and Rathantara with repetition and Kakubh-forming.
6	3	13	. These (holy words and verses) are (thus) made to attain (the number of) ten.
6	3	14	. 'Of decades consists the Virâg'—thus says the Brâhmana.
6	4	1	. 'Unerring mind, vigorous eye (is) the sun, the noblest of the stars. Inauguration, do no harm to me!'—with (these words) they look at Savitri (I.e. the sun).
6	4	2	One (verse), 'You both the gladdening one' , and the three (verses), 'Blessing to us on the paths'  (are to be repeated before the recitation) of the Mahâvrata (chapter).
6	4	3	But (at that) of the Sakvarî (verses) before (the formula mentioned in the first Sara):
6	4	4	. The three Trikas, 'To him, the thirsty one' , 'The wealthiest (Soma), O wealthy one' , 'Him who does no harm to you' , (the verse), 'To him, to him the sap of the herb' , (and the verse), "Verily thou art a hero' —thus for the Sakvarî (verses) before and afterwards.
6	4	5	Now for the Upanishad (texts)—
6	4	6	The same (recitation) as for the Mahâvrata.
6	4	7	. For the Samhitâs, however, before (the text given in the first Sûtra the formula has to be recited), 'I shall speak right, I shall speak truth (&c.)'—this is the difference (in the case of the Samhitâs).
6	4	8	. Now for the Mantha the two verses (have to be recited) before (the formula given in the first Sûtra), 'This we entreat of Savitar,' 'That glorious (splendour) of Savitar' .
6	4	9	With (the formula), 'Unerring mind' , then follow the expiatory formulas that belong to the (different) sections.
6	4	10	(All) this on one day.
6	6	1	Having worshipped the Sun with (the verses), 'Savitri from the west,' 'This eye' ,
6	6	2	. They turn away, come back, sit down.
6	6	3	With (the words), 'As the water is appeased'—they draw water out of the vessel used for the expiation,
6	6	4	Pour it out on the ground,
6	6	5	. Spread (some) of that (water over the ground) with (the words), 'As the earth (is appeased),'—
6	6	6	. He (then) smears it on his right shoulder with (the words), 'Thus may peace dwell in me.'
6	6	7	In the same way a second time.
6	6	8	In the same way a third time.
6	6	9	'Piece by piece thou art produced; piece by piece thou risest up; bring welfare to us, O house!'—with (this text they) take pieces of Dûrvâ stalks (out of the vessel of water), put them on their heads,
6	6	10	. (And make water-offerings with the formulas), 'May Agni satiate himself; may Vâyu satiate himself; may Sûrya satiate himself; may Vishnu satiate himself; may Pragâpati satiate himself; may Virûpâksha satiate himself; may Sahasrâksha satiate himself; may all beings satiate themselves.'
6	6	11	. (Then) Sumantu, Gaimini, Vaisampâyana, Paila, and the other teachers (receive their offerings).
6	6	12	. (Then) every one (worships in the same way) his fathers.
6	6	13	With (the text), 'To the sea you'  they pour out the water,
6	6	14	Murmur the Vâmadevya,
6	6	15	And separate according to their pleasure.
6	6	16	(The final benedictory formula runs thus), 'Through the power of wisdom, of Sruti and Smriti, as handed down by tradition, through (that power) which has its measure in (the Vedic texts) that have been gone through(?), and which is possessed ofundisputed firmness, may peace be with us in welfare. Adoration be to gods, Rishis, Manes, and men! May they whom we have adored, make happy life, beauty, health, peace, incolumity, imperishableness, vigour, splendour, glory, power, holy lustre, renown, age, offspring, cattle, adoration, increase. From wrongly spoken, wrongly used (prayer), from everything that is deficient or excessive, for the good of gods and Rishis, may the Brahman and Truth protect me; may the Brahman and Truth protect me!'End of the Sixth Adhyâya.End of the Sâṅkhâyana-Grihya.
