Aranyaka	Adhyaya	Khanda	Text_no	Hymn
3	2	4	17	If he sees a black man with black teeth, and that man kills him; or a boar kills him; a monkey jumps on  him; the wind carries him along quickly; having swallowed gold he spits it out ; he eats honey; he chews stalks; he carries a red lotus; he drives with asses and boars; wearing a wreath of red flowers (naladas) he drives a black cow with a black calf, facing the south ,
3	2	4	18	If a man sees any one of these (dreams), lethim fast, and cook a pot of milk, sacrifice it, accompanying each oblation with a verse of the Râtri hymn , and then, after having fed the Brâhmanas, with other food (prepared at his house) eat himself the (rest of the) oblation.
3	2	4	19	Let him know that the person within all beings, not heard here , not reached, not thought, not subdued, not seen, not understood, not classed, but hearing, thinking, seeing, classing, sounding, understanding, knowing, is his Self.
3	2	5	1	Now next the Upanishad of the whole speech.True all these are Upanishads of the whole speech, but this they call so (chiefly).
3	2	5	2	The mute consonants represent the earth, the sibilants the sky, the vowels heaven.The mute consonants represent Agni (fire), the sibilants air, the vowels the sun.The mute consonants represent the Rig-veda, the sibilants the Yagur-veda, the vowels the Sâma-veda.The mute consonants represent the eye, the sibilants the ear, the vowels the mind.The mute consonants represent the up-breathing, the sibilants the down-breathing, the vowels the back-breathing.
3	2	5	3	Next comes this divine lute (the human body, made by the gods). The lute made by man is an imitation of it.
3	2	5	4	As there is a head of this, so there is a head of that (lute, made by man). As there is a stomachof this, so there is the cavity  (In the board) of that. As there is a tongue of this, so there is a tongue  in that. As there are fingers of this, so there are strings of that . As there are vowels of this, so there are tones of that. As there are consonants of this, so there are touches of that. As this is endowed with sound and firmly strung, so that is endowed with sound and firmly strung. As this is covered with a hairy skin, so that is covered with a hairy skin.
3	2	5	5	Verily, in former times they covered a lute with a hairy skin.
3	2	5	6	He who knows this lute made by the Devas (and meditates on it), is willingly listened to, his glory fills the earth, and wherever they speak Âryan languages, there they know him.
3	2	5	7	Next follows the verse, called vâgrasa, the essence of speech. When a man reciting or speaking in an assembly does not please, let him say this verse:
3	2	5	8	'May the queen of all speech, who is covered, as it were, by the lips, surrounded by teeth, as if by spears, who is a thunderbolt, help me to speak well.' This is the vâgrasa, the essence of speech.
3	2	6	1	Next Krishna-Hârita  confided this Brâhmana  concerning speech to him (his pupil):
3	2	6	2	Pragâpati, the year, after having sent forth all creatures, burst. He put himself together again by means of khandas (Vedas). Because he put himself together again by means of khandas, therefore (the text of the Veda) is called Samhitâ (put together).
3	2	6	3	Of that Samhitâ the letter n is the strength, the letter sh the breath and self (Âtman).
3	2	6	4	He who knows the Rik verses and the letters n and sh for every Samhitâ, he knows the Samhitâ with strength and breath. Let him know that this is the life of the Samhitâ.
3	2	6	5	If the pupil asks, 'Shall I say it with the letter n or without it? 'let the teacher say, 'With the letter n.' And if he asks, 'Shall I say it with the letter sh or without it?' let the teacher say, 'With the letter sh .'
3	2	6	6	Hrasva Mândûkeya said: 'If we here recite the verses according to the Samhitâ (attending to the necessary changes of n and s into n and sh ), and if we say the adhyâya of Mândûkeya , then the letters n and sh (strength and breath) have by this been obtained for us.'
3	2	6	7	Sthavira Sâkalya said: 'If we recite the verses according to the Samhitâ, and if we say the adhyâya of Mândûkeya, then the letters n and sh have by this been obtained for us.'
3	2	6	8	Here the Rishis, the Kâvasheyas , knowingthis, said: 'Why should we repeat (the Veda), why should we sacrifice? We offer as a sacrifice breath in speech, or speech in breath. What is the beginning (of one), that is the end (of the other).'
3	2	6	9	Let no one tell these Samhitâs  to one who is not a resident pupil, who has not been with his teacher at least one year, and who is not himself to become an instructor . Thus say the teachers, yea, thus say the teachers.
 
 , and then rest in another place finishing it.
3	2	6	11	'And in the place where he reads this, he should not read  anything else, though he may read this (the Mahâvrata) where he has read something else.
3	2	6	12	'No one should bathe and become a snâtaka  who does not read this. Even if he has read many other things, he should not become a snâtaka if he has not read this.
3	2	6	13	'Nor should he forget it, and even if he should forget anything else, he should not forget this.
3	2	6	14	'No, he should never forget this.
3	2	6	15	'If he does not forget this, it will be enough for himself (or for acquiring a knowledge of the Self).
3	2	6	16	'It is enough, let him know this to be true.
3	2	6	17	'Let him who knows this not communicate, nor dine, nor amuse himself with any one who does not know it.'Then follow some more rules as to the reading of the Veda in general:
3	2	6	18	'When the old water that stood round the roots of trees is dried up (after about the month of Pausha, January to February ) he should not read; nor (at any time) in the morning or in the afternoon, when the shadows meet (he should begin at sunrise so soon as the shadows divide, and end in the evening before they fall together). Nor should he read  when a cloud has risen; and when there is an unseasonable rain (after the months of Srâvana and Bhâdrapada, August and September ) he should stop his Vedic reading for three nights. Nor should he at that time tell stories, not even during the night, nor should he glory in his knowledge.
3	2	6	19	'This (the Veda thus learnt and studied) is the name of that Great Being; and he who thus knows the name of that Great Being, he becomes Brahman, yea, he becomes Brahman.'
