Pransa_no	Patala_no	Khanda_no	Text_no	Hymn
2	2	5	5	If his former teacher is) present, he himself shall use a seat, a bed, food, and garments inferior to, and lower , he shall place his left hand (under the water-vessel, and bending with his other hand its mouth downwards), he shall offer to his teacher water for sipping.
2	2	5	7	And (he shall offer water for sipping in this manner) to other guests also who possess all (good qualities) together.
2	2	5	8	He shall imitate (his teacher) in rising, sitting, walking, about, and smiling.
2	2	5	9	In the presence (of his teacher) he shall not void excrements, discharge wind, speak aloud, laugh, spit, clean his teeth, blow his nose, frown, clap his hands, nor snap his fingers.
2	2	5	10	Nor shall he tenderly embrace or address caressing words to his wife or children.
2	2	5	11	He shall not contradict his teacher,
2	2	5	12	Nor any of his betters.
2	2	5	13	(He shall not) blame or revile any creature.
2	2	5	14	(He shall not revile one branch of) sacred learning by (invidiously comparing it with) another.
2	2	5	15	If he is not well versed in a (branch of) sacred learning (which he studied formerly), he shall again go to the (same) teacher and master it, observing the (same) rules as (during his first studentship).
2	2	5	16	The restrictions (to be kept) by the teacher from the beginning of the course of teaching to its end are, to avoid cutting the hair on the body, partaking of meat or of oblations to the Manes, and connection (with a woman).
2	2	5	17	Or (he may have conjugal intercourse) with his wife at the proper season.
2	2	5	18	He shall be attentive in instructing his pupils in the sacred learning, in such a manner that theymaster it, and in observing the restrictions  enjoyed by the touch, the organ, or the stomach, gains immortality.
2	3	6	1	If he has any doubts regarding the caste and conduct of a person who has come to him in order to fulfil his duty (of learning the Veda), he shall kindle a fire (with the ceremonies prescribed for kindling the sacrificial fire) and ask him about his caste and conduct.
2	3	6	2	If he declares himself to be (of) good (family and conduct, the teacher elect) shall say, 'Agni who sees, Vâyu who hears, Âditya who brings to light, vouch for his goodness; may it be well with this person! He is free from sin.' Then he shall begin to teach him.
2	3	6	3	A guest comes to the house resembling a burning fire.
2	3	6	4	He is called a Srotriya who, observing the law (of studentship), has learned one recension of the Veda (which may be current in his family).
2	3	6	5	He is called a guest (who, being a Srotriya), approaches solely for the fulfilment of his religious duties, and with no other object, a householder who lives intent on the fulfilment of his duties.
2	3	6	6	The reward for honouring (such a guest) is immunity from misfortunes, and heavenly bliss.
2	3	6	7	He shall go to meet such (a guest), honour him according to his age (by the formulas of salutation prescribed), and cause a seat to be given to him.
2	3	6	8	Some declare that, if possible, the seat should have many feet.
2	3	6	9	The (householder himself) shall wash the feet of that (guest); according to some, two Sûdras shall do it.
2	3	6	10	One of them shall be employed in pouring water (over the guest, the other in washing his feet).
2	3	6	11	Some declare that the water for the (guest) shall be brought in an earthen vessel.
2	3	6	12	But (a guest) who has not yet returned home from his teacher shall not be a cause for fetching water.
2	3	6	13	In case a (student comes, the host) shall repeat the Veda (together with him) for a longer time (than with other guests).
2	3	6	14	He shall converse kindly (with his guest), and gladden him with milk or other (drinks), with eatables, or at least with water.
2	3	6	15	He shall offer to his guest a room, a bed, a mattress, a pillow with a cover, and ointment, and what else (may be necessary).
2	3	6	16	(If the dinner has been finished before the arrival of the guest), he shall call his cook and give him rice or yava for (preparing a fresh meal for) the guest.
2	3	6	17	(If dinner is ready at the arrival of the guest), he himself shall portion out the food and look at it, saying (to himself), 'Is this (portion) greater, or this?'
2	3	6	18	He shall say, 'Take out a larger (portion for the guest).'
2	3	6	19	A guest who is at enmity (with his host) shall not eat his food, nor (shall he eat the food of a host) who hates him or accuses him of a crime, or of one who is suspected of a crime.
2	3	6	20	For it is declared in the Veda that he (who eats the food of such a person) eats his guilt.
2	3	7	1	This reception of guests is an everlasting (Srauta)-sacrifice offered by the householder to Pragâpati.
2	3	7	2	The fire in the stomach of the guest (represents) the Âhavanîya, (the sacred fire) in the house of the host represents the Gârhapatya, the fire at which the food for the guest is cooked (represents) the fire used for cooking the sacrificial viands (the Dakshinâgni).
2	3	7	3	He who eats before his guest consumes the food, the prosperity, the issue, the cattle, the merit which his family acquired by sacrifices and charitable works.
2	3	7	4	Food (offered to guests) which is mixed with milk procures the reward of an Agnishtoma-sacrifice. Food mixed with clarified butter procures the reward of an Ukthya, food mixed with honey the reward of an Atirâtra, food accompanied by meat the reward of a Dvâdasâha, (food and) water numerous offspring and long life.
2	3	7	5	It is declared in the Veda, 'Both welcome and indifferent guests procure heaven (for their host).'
2	3	7	6	When he gives food in the morning, at noon, and in the evening, (these gifts) are the Savanas (of that sacrifice offered to Pragâpati).
2	3	7	7	When he rises after his guest has risen (to depart), that act represents the Udavasânîyâ ishti (of a Vedic sacrifice).
2	3	7	8	When he addresses (the guest) kindly, that kind address (represents) the Dakshinâ.
2	3	7	9	When he follows (his departing guest, his steps represent) the steps of Vishnu.
2	3	7	10	When he returns (after having accompanied his guest), that (act represents) the Avabhritha, (the final bath performed after the completion of a sacrifice.)
2	3	7	11	Thus (a Brâhmana shall treat) a Brâhmana, (and a Kshatriya and a Vaisya their caste-fellows.)
2	3	7	12	If a guest comes to a king, he shall make (his Purohita) honour him more than himself.
2	3	7	13	If a guest comes to an Agnihotrin, he himself shall go to meet him and say to him: 'O faithful fulfiller of thy vows, where didst thou stay (last night)?' (Then he offers water, saying): 'O faithful fulfiller of thy vows, here is water.' (Next he offers milk or the like, saying): 'O faithful fulfiller of thy vows, may (these fluids) refresh (thee).'
2	3	7	14	(If the guest stays at the time of the Agnihotra, he shall make him sit down to the north of the fire and) murmur in a low voice, before offering the oblations: 'O faithful fulfiller of thy vows, may it be as thy heart desires;' 'O faithful fulfiller of thy vows, may it be as thy will is;' 'O faithful fulfiller of thy vows, may it be as thy wish is;' 'O faithful fulfiller of thy vows, may it be as thy desire is.'
2	3	7	15	If a guest comes, after the fires have been placed (on the altar), but before the oblations have been offered, (the host) himself shall approach him and say to him: 'O faithful fulfiller of thy vows give me permission; I wish to sacrifice.' Then he shall sacrifice, after having received permission. A Brâhmana declares that he commits a sin if he sacrifices without permission.
2	3	7	16	He who entertains guests for one night obtains earthly happiness, a second night gains the middle air, a third heavenly bliss, a fourth the world of unsurpassable bliss; many nights procure endless worlds. That has been declared in the Veda.
2	3	7	17	If an unlearned person who pretends to be[paragraph continues] (worthy of the appellation) 'guest' comes to him, he shall give him a seat, water, and food, (thinking) 'I give it to a learned Brâhmana.' Thus (the merit) of his (gift) becomes (as) great (as if a learned Brâhmana had received it).
2	4	8	1	On the second and following days of the guest's stay, the host shall not rise or descend (from his couch) in order to salute his (guest), if he has been saluted before (on the first day).
2	4	8	2	He shall eat after his guests.
2	4	8	3	He shall not consume all the flavoured liquids in the house, so as to leave nothing for guests.
2	4	8	4	He shall not cause sweetmeats to be prepared for his own sake.
2	4	8	5	(A guest) who can repeat the (whole) Veda (together with the supplementary books) is worthy to receive a cow and the Madhuparka,
2	4	8	6	(And also) the teacher, an officiating priest, a Snâtaka, and a just king (though not learned in the Veda).
2	4	8	7	A cow and the Madhuparka (shall be offered) to the teacher, to an officiating priest, to a father-in-law, and to a king, if they come after a year has elapsed (since their former visit).
2	4	8	8	The Madhuparka shall consist of curds mixed with honey, or of milk mixed with honey.
2	4	8	9	On failure (of these substances) water (mixed with honey may be used).
2	4	8	10	The Veda has six Aṅgas (auxiliary works).
2	4	8	11	(The six auxiliary works are) the Kalpa (teaching the ritual) of the Veda, the treatises on grammar, astronomy, etymology, phonetics, and metrics.
2	4	8	12	(If any one should contend that) the term Veda (on account of its etymology, implying that which teaches duty or whereby one obtains spiritual merit) applies to the complete collection of (works which contain) rules for rites to be performed on the authority of precepts, (that, consequently, the Kalpa-sûtras form part of the Veda, and that thereby) the number (fixed above) for those (Aṅgas) is proved to be wrong,
2	4	8	13	(Then we answer), All those who are learned in Mîmâmsâ are agreed that (the terms Veda, Brâhmana, and the like, which are applied to) the principal (works), do not include the Aṅgas (the Kalpa-sûtras and the rest). he remembers at any time during dinner,
2	4	8	14	If he remembers at any time that he has refused a guest, he shall at once leave off eating and fast on that day,
2	4	9	1	And on the following day (he shall search for him), feast him to his heart's content, and accompany him (on his departure).
2	4	9	2	(If the guest) possesses a carriage, (he shall accompany him) as far as that.
2	4	9	3	Any other (guest he must accompany), until permission to return is given.
2	4	9	4	If (the guest) forgets (to give leave to depart), the (host) may return on reaching the boundary of his village.
2	4	9	5	To all (those who come for food) at (the end of) the Vaisvadeva he shall give a portion, even to dogs and Kandâlas.
2	4	9	6	Some declare that he shall not give anything to unworthy people (such as Kandâlas).
2	4	9	7	A person who has been initiated shall not eat the leavings of women or of an uninitiated person.
2	4	9	8	All gifts are to be preceded by (pouring out) water.
2	4	9	9	(But gifts offered to priests) at sacrifices (are to be given) in the manner prescribed by the Veda.
2	4	9	10	The division of the food must be made in such a manner that those who receive daily portions (slaves) do not suffer by it.
2	4	9	11	At his pleasure, he may stint himself, his wife, or his children, but by no means a slave who does his work.
2	4	9	12	And he must not stint himself so much that he becomes unable to perform his duties.
2	4	9	13	Now they quote also (the following two verses):'Eight mouthfuls are the meal of an ascetic, sixteen that of a hermit living in the woods, thirty-two that of a householder, and an unlimited quantity that of a student. An Agnihotrin, a draught-ox, and a student, those three can do their work only if they eat; without eating (much), they cannot do it.'
2	5	10	1	The reasons for (which) begging (is permissible are), (the desire to collect the fee for) the teacher, (the celebration of) a wedding, (or of) a Srauta-sacrifice, the desire to keep one's father and mother, and the (impending) interruption of ceremonies performed by a worthy man.
2	5	10	2	(The person asked for alms) must examine the qualities (of the petitioner) and give according to his power.
2	5	10	3	But if persons ask for alms for the sake of sensual gratification, that is improper; he shall not take heed of that.
2	5	10	4	The lawful occupations of a Brâmana are, studying, teaching, sacrificing for himself, officiating as priest for others, giving alms, receiving alms, inheriting, and gleaning corn in the fields;
2	5	10	5	And (he may live by taking) other things which belong to nobody.
2	5	10	6	(The lawful occupations) of a Kshatriya are the same, with the exception of teaching, officiating as priest, and receiving alms. (But) governing and fighting must be added.
2	5	10	7	(The lawful occupations) of a Vaisya are the same as those of a Kshatriya, with the exception of governing and fighting. (But in his case) agriculture, the tending of cattle, and trade must be added.
2	5	10	8	He (shall) not choose (for the performance of a Srauta-sacrifice) a priest who is unlearned in the Veda, nor one who haggles (about his fee).
2	5	10	9	(A priest) shall not officiate for a person unlearned in the Veda.
2	5	10	10	In war (Kshatriyas) shall act in such a manner as those order, who are learned in that (art of war).
2	5	10	11	The Âryas forbid the slaughter of those who have laid down their arms, of those who (beg for mercy) with flying hair or joined hands, and of fugitives.
2	5	10	12	The spiritual guide shall order those who, (whilst) participating according to sacred law (in the rights of their caste), have gone astray through the weakness of their senses, to perform penances proportionate to (the greatness of) their sins, according to the precepts (of the Smriti).
2	5	10	13	If (such persons) transgress their (Âkârya's) order, he shall take them before the king.
2	5	10	14	The king shall (send them) to his domestic priest, who should be learned in the law and the science of governing.
2	5	10	15	He shall order (them to perform the proper penances if they are) Brâhmanas.
2	5	10	16	He shall reduce them (to reason) by forcible means, excepting corporal punishment and servitude.
2	5	11	1	In the cases of (men of) other castes, the king, after having examined their actions, may punish them even by death.
2	5	11	2	And the king shall not punish on suspicion.
2	5	11	3	But having carefully investigated (the case) by means of questions (addressed to witnesses) and even of ordeals, the king may proceed to punish.
2	5	11	4	A king who acts thus, gains both (this and the next) world.
2	5	11	5	The road belongs to the king except if he meets a Brâhmana.
2	5	11	6	But if he meets a Brâhmana, the road belongs to the latter.
2	5	11	7	All must make way for a (laden) vehicle, for a person who carries a burden, for a sick man, for a woman and others (such as old men and infants).
2	5	11	8	And (way must be made), by the other castes, for those men who are superior by caste.
2	5	11	9	For their own welfare all men must make way for fools, outcasts, drunkards, and madmen.
2	5	11	10	In successive births men of the lower castes are born in the next higher one, if they have fulfilled their duties.
2	5	11	11	In successive births men of the higher castes are born in the next lower one, if they neglect their duties.
2	5	11	12	If he has a wife who (is willing and able) to perform (her share of) the religious duties and who bears sons, he shall not take a second.
2	5	11	13	If a wife is deficient in one of these two (qualities), he shall take another, (but) before he kindles the fires (of the Agnihotra).
2	5	11	14	For a wife who assists at the kindling of the fires, becomes connected with those religious rites of which that (fire-kindling) forms a part.
2	5	11	15	He shall not give his daughter to a man belonging to the same family (Gotra),
2	5	11	16	Nor to one related (within six degrees) on the mother's or (the father's) side.
2	5	11	17	At the wedding called Brâhma, he shall give away (his daughter) for bearing children and performing the rites that must be performed together (by a husband and his wife), after having enquired regarding (the bridegroom's) family, character, learning, and health, and after having given (to the bride) ornaments according to his power.
2	5	11	18	At the wedding called Ârsha, the bridegroom shall present to the father of the bride a bull and a cow.
2	5	11	19	At the wedding called Daiva, (the father) shall give her to an officiating priest, who is performing a Srauta-sacrifice.
2	5	11	20	If a maiden and a lover unite themselves through love, that is called the Gândharva-rite.
2	5	12	1	If the suitor pays money (for his bride) according to his ability, and marries her (afterwards), that (marriage is called) the Âsura-rite.
2	5	12	2	If the (bridegroom and his friends) take away (the bride), after having overcome (by force) her father (or relations), that is called the Râkshasa-rite.
2	5	12	3	The first three amongst these (marriage-rites are considered) praiseworthy; each preceding one better than the one following.
2	5	12	4	The quality of the offspring is according to the quality of the marriage-rite.
2	5	12	5	He shall not step on a spot which has been touched by the hand of a Brâhmana, without having sprinkled it with water.
2	5	12	6	He shall not pass between a fire and a Brâhmana,
2	5	12	7	Nor between Brâhmanas.
2	5	12	8	Or he may pass between them after having received permission to do so.
2	5	12	9	He shall not carry fire and water at the same time.
2	5	12	10	He shall not carry fires (burning in) separate (places) to one (spot).
2	5	12	11	If, whilst he walks, fire is being carried towards him, he shall not walk around it with his right hand turned towards it, except after it has been placed on the ground.
2	5	12	12	He shall not join his hands on his back.
2	5	12	13	If the sun sets whilst he sleeps, he shall sit up, fasting and silent, for that night. On the following morning he shall bathe and then raise his voice (in prayer).
2	5	12	14	If the sun rises whilst he is asleep, he shall stand during that day fasting and silent.
2	5	12	15	Some declare that he shall restrain his breath until he is tired.
2	5	12	16	And (he shall restrain his breath until he is tired) if he has had a bad dream,
2	5	12	17	Or if he desires to accomplish some object,
2	5	12	18	Or if he has transgressed some other rule.
2	5	12	19	(If he is) doubtful (whether) the result (of an action will be good or evil), he shall not do it.
2	5	12	20	(He shall follow) the same principle (if he is in doubt whether he ought) to study or not.
2	5	12	21	He shall not talk of a doubtful matter as if it were clear.
2	5	12	22	In the case of a person who slept at sunset, of one who slept at sunrise, of one who has black nails, or black teeth, of one who married a younger sister before the elder one was married, of one who married an elder sister whose younger sister had been married already, (of a younger brother who has kindled the sacred Grihya-fire before his elder brother,) of one whose younger brother has kindled the sacred fire first, (of a younger brother who offers a Soma-sacrifice before his elder brother,) of an elder brother whose younger brother offered a Soma-sacrifice first, of an elder brother who marries or receives his portion of the inheritance after his younger brother, and of a younger brother who takes a wife or receives his portion of the inheritance before his elder brother,--penances ordained for crimes causing impurity, a heavier one for each succeeding case, must be performed.
2	5	12	23	Some declare, that after having performed that penance, he shall remove its cause.
2	6	13	1	Sons begotten by a man who approaches in the proper season a woman of equal caste, who has not belonged to another man, and who has been married legally, have a right to (follow) the occupations (of their castes),
2	6	13	2	And to (inherit the) estate,
2	6	13	3	If they do not sin against either (of their parents).
2	6	13	4	If a man approaches a woman who had been married before, or was not legally married to him, or, belongs to a different caste, they both commit a sin.
2	6	13	5	Through their (sin) their son also becomes sinful.
2	6	13	6	A Brâhmana (says), 'The son belongs to the begetter.'
2	6	13	7	Now they quote also (the following Gâthâ from the Veda): '(Having considered myself) formerly a father, I shall not now allow (any longer) my wives (to be approached by other men), since they have declared that a son belongs to the begetter in the world of Yama. The giver of the seed carries off the son after death in Yama's world; therefore they guard their wives, fearing the seed of strangers. Carefully watch over (the procreation of) your children, lest stranger seed be sown on your soil. In the next world the son belongs to the begetter, an (imprudent) husband makes the (begetting of) children vain (for himself).'
2	6	13	8	Transgression of the law and violence are found amongst the ancient (sages).
2	6	13	9	They committed no sin on account of the greatness of their lustre.
2	6	13	10	A man of later times who seeing their (deeds) follows them, falls.
2	6	13	11	The gift (or acceptance of a child) and the right to sell (or buy) a child are not recognised.
2	6	13	12	It is declared in the Veda that at the time of marriage a gift, for (the fulfilment of) his wishes, should be made (by the bridegroom) to the father of the bride, in order to fulfil the law. 'Therefore he should give a hundred (cows) besides a chariot; that (gift) he should make bootless (by returning it to the giver).' In reference to those (marriage-rites), the word 'sale' (which occurs in some Smritis is only used as) a metaphorical expression; for the union (of the husband and wife) is effected through the law.
2	6	13	13	After having gladdened the eldest son by some (choice portion of his) wealth,
2	6	14	1	He should, during his lifetime, divide his wealth equally amongst his sons, excepting the eunuch, the mad man, and the outcast.
2	6	14	2	On failure of sons the nearest Sapinda (takes the inheritance).
2	6	14	3	On failure of them the spiritual teacher (inherits); on failure of the spiritual teacher a pupil shall take (the deceased's wealth), and use it for religious works for the (deceased's) benefit, or (he himself may enjoy it);
2	6	14	4	Or the daughter (may take the inheritance).
2	6	14	5	On failure of all (relations) let the king take the inheritance.
2	6	14	6	Some declare, that the eldest son alone inherits.
2	6	14	7	In some countries gold, (or) black cattle, (or) black produce of the earth is the share of the eldest.
2	6	14	8	The chariot and the furniture in the house are the father's (share).
2	6	14	9	According to some, the share of the wife consists of her ornaments, and the wealth (which she may have received) from her relations.
2	6	14	10	That (preference of the eldest son) is forbidden by the Sâstras.
2	6	14	11	For it is declared in the Veda, without (marking) a difference (in the treatment of the sons): Manu divided his wealth amongst his sons.
2	6	14	12	Now the Veda declares also in conformity with (the rule in favour of the eldest son) alone: They distinguish the eldest by (a larger share of) the heritage.
2	6	14	13	(But to this plea in favour of the eldest I answer): Now those who are acquainted with the interpretation of the law declare a statement of facts not to be a rule, as for instance (the following): 'Therefore amongst cattle, goats and sheep walk together;' (or the following), 'Therefore the face of a learned Brâhmana (a Snâtaka) is, as it were, resplendent;' (or), 'A Brâhmana who has studied the Vedas (a Srotriya) and a he-goat evince the strongest sexual desires.'
2	6	14	14	Therefore all (sons) who are virtuous inherit.
2	6	14	15	But him who expends money unrighteously, he shall disinherit, though he be the eldest son.
2	6	14	16	No division takes place between husband and wife.
2	6	14	17	For, from the time of marriage, they are united in religious ceremonies,
2	6	14	18	Likewise also as regards the rewards for works by which spiritual merit is acquired,
2	6	14	19	And with respect to the acquisition of property.
2	6	14	20	For they declare that it is not a theft if a wife spends money on occasions (of necessity) during her husband's absence.
2	6	15	1	By this (discussion) the law of custom, which is observed in (particular) countries or families, has been disposed of.
2	6	15	2	On account of the blood relations of his mother and (on account of those) of his father within six degrees, or, as far as the relationship is traceable, he shall bathe if they die, excepting children that have not completed their first year.
2	6	15	3	On account of the death of the latter the parents alone bathe,
2	6	15	4	And those who bury them.
2	6	15	5	If a wife or one of the chief Gurus (a father or Âkârya) die, besides, fasting (is ordained from the time at which they die) up to the same time (on the following day).
2	6	15	6	(In that case) they shall also show the (following) signs of mourning:
2	6	15	7	Dishevelling their hair and covering themselves with dust (they go outside the village), and, clothed with one garment, their faces turned to the south, stepping into the river they throw up water for the dead once, and then, ascending (the bank), they sit down.
2	6	15	8	This (they repeat) thrice.
2	6	15	9	They pour out water consecrated in such a manner that the dead will know it (to be given to them). Then they return to the village without looking back, and perform those rites for the dead which (pious) women declare to be necessary.
2	6	15	10	Some declare, that these same (observances) shall also be kept in the case (of the death) of other (Sapindas).
2	6	15	11	At all religious ceremonies, he shall feed Brâhmanas who are pure and who have (studied and remember) the Veda.
2	6	15	12	He shall distribute his gifts at the proper places, at the proper times, at the occasion of purificatory rites, and to proper recipients.
2	6	15	13	That food must not be eaten of which (no portion) is offered in the fire, and of which no portion is first given (to guests).
2	6	15	14	No food mixed with pungent condiments or salt can be offered as a burnt-offering.
2	6	15	15	Nor (can food) mixed with bad food (be used for a burnt-oblation).
2	6	15	16	If (he is obliged to offer) a burnt-offering of food unfit for that purpose, he shall take hot ashes from the northern part of his fire and offer the food in that. That oblation is no oblation in the fire.
2	6	15	17	A female shall not offer any burnt-oblation,
2	6	15	18	Nor a child, that has not been initiated.
2	6	15	19	Infants do not become impure before they receive the sacrament called Annaprâsana (the first feeding).
2	6	15	20	Some (declare, that they cannot become impure) until they have completed their first year,
2	6	15	21	Or, as long as they cannot distinguish the points of the horizon.
2	6	15	22	The best (opinion is, that they cannot be defiled) until the initiation has been performed.
2	6	15	23	For at that (time a child) according to the rules of the Veda obtains the right (to perform the various religious ceremonies).
2	6	15	24	That ceremony is the limit (from which the capacity to fulfil the law begins).
2	6	15	25	And the Smriti (agrees with this opinion).
2	7	16	1	Formerly men and gods lived together in this world. Then the gods in reward of their sacrifices went to heaven, but men were left behind. Those men who perform sacrifices in the same manner as the gods did, dwell (after death) with the gods and Brahman in heaven. Now (seeing men left behind), Manu revealed this ceremony, which is designated by the word Srâddha (a funeral-oblation).
2	7	16	2	And (thus this rite has been revealed) for the salvation of mankind.
2	7	16	3	At that (rite) the Manes (of one's father, grandfather, and great-grand father) are the deities (to whom the sacrifice is offered). But the Brâhmanas, (who are fed,) represent the Âhavanîya-fire.
2	7	16	4	That rite must be performed in each month.
2	7	16	5	The afternoon of (a day of) the latter half is preferable (for it).
2	7	16	6	The last days of the latter half (of the month) likewise are (preferable to the first days).
2	7	16	7	(A funeral-oblation) offered on any day of the latter half of the month gladdens the Manes. But it procures different rewards for the sacrificer according to the time observed.
2	7	16	8	If it be performed on the first day of the half-month, the issue (of the sacrificer) will chiefly consist of females.
2	7	16	9	(Performed on the second day it procures) children who are free from thievish propensities.
2	7	16	10	(If it is performed) on the third day children will be born to him who will fulfil the various vows for studying (portions of the Veda).
2	7	16	11	(The sacrificer who performs it) on the fourth day becomes rich in small domestic animals.
2	7	16	12	(If he performs it) on the fifth day, sons (will be born to him). He will have numerous and distinguished offspring, and he will not die childless.
2	7	16	13	(If he performs it) on the sixth day, he will become a great traveller and gambler.
2	7	16	14	(The reward of a funeral-oblation performed) on the seventh day is success in agriculture.
2	7	16	15	(If he performs it) on the eighth day (its reward is) prosperity
2	7	16	16	(If he performs it) on the ninth day (its reward consists in) one-hoofed animals.
2	7	16	17	(If he performs it) on the tenth day (its reward is) success in trade.
2	7	16	18	(If he performs it) on the eleventh day (its reward is) black iron, tin, and lead.
2	7	16	19	(If he performs a funeral-oblation) on the twelfth day, he will become rich in cattle.
2	7	16	20	(If he performs it) on the thirteenth day, he will have many sons (and) many friends, (and) his offspring will be beautiful. But his (sons) will die young.
2	7	16	21	(If he performs it) on the fourteenth day (its reward is) success in battle.
2	7	16	22	(If he performs it) on the fifteenth day (its reward is) prosperity.
2	7	16	23	The substances (to be offered) at these (sacrifices) are sesamum, mâsha, rice, yava, water, roots, and fruits.
2	7	16	24	But, if food mixed with fat (is offered), the satisfaction of the Manes is greater, and (lasts) a longer time,
2	7	16	25	Likewise, if money, lawfully acquired, is given to worthy (persons).
2	7	16	26	Beef satisfies (the Manes) for a year,
2	7	16	27	Buffalo's (meat) for a longer (time) than that.
2	7	16	28	By this (permission of the use of buffalo's meat) it has been declared that the meat of (other) tame and wild animals is fit to be offered.
2	7	17	1	(If) rhinoceros' meat (is given to Brâhmanas seated) on (seats covered with) the skin of a rhinoceros, (the Manes are satisfied) for a very long time.
2	7	17	2	(The same effect is obtained) by (offering the) flesh (of the fish called) Satabali,
2	7	17	3	And by (offering the) meat of the (crane called) Vârdhrânasa.
2	7	17	4	Pure, with composed mind and full of ardour, he shall feed Brâhmanas who know the Vedas, and who are not connected with him by marriage, blood relationship, by the relationship of sacrificial priest and sacrificer, or by the relationship of (teacher and) pupil.
2	7	17	5	If strangers are deficient in the (requisite) good qualities, even a full brother who possesses them, may be fed (at a Srâddha).
2	7	17	6	(The admissibility of) pupils (and the rest) has been declared hereby.
2	7	17	7	Now they quote also (in regard to this matter the following verse):
2	7	17	8	The food eaten (at a sacrifice) by persons related to the giver is, indeed, a gift offered to the goblins. It reaches neither the Manes nor the gods. Losing its power (to procure heaven), it errs about in this world as a cow that has lost its calf runs into a strange stable.
2	7	17	9	The meaning (of the verse) is, that gifts which are eaten (and offered) mutually by relations, (and thus go) from one house to the other, perish in this world.
2	7	17	10	If the good qualities (of several persons who might be invited) are equal, old men and (amongst these) poor ones, who wish to come, have the preference.
2	7	17	11	On the day before (the ceremony) the (first) invitation (must be issued).
2	7	17	12	On the following day the second invitation takes place.
2	7	17	13	(On the same day also takes place) the third invitation (which consists in the call to dinner).
2	7	17	14	Some declare, that every act at a funeral sacrifice must be repeated three times.
2	7	17	15	As (the acts are performed) the first time, so they must be repeated) the second and the third times.
2	7	17	16	When all (the three oblations) have been offered, he shall take a portion of the food of all (three), and shall eat a small mouthful of the remainder in the manner described (in the Grihya-sûtra).
2	7	17	17	But the custom of the Northerners is to pour into the hands of the Brâhmanas, when they are seated on their seats, (water which has been taken from the water-vessel.)
2	7	17	18	(At the time of the burnt-offering which is offered at the beginning of the dinner) he addresses the Brâhmanas with this Mantra: 'Let it be taken out, and let it be offered in the fire.'
2	7	17	19	(They shall give their permission with this Mantra): 'Let it be taken out at thy pleasure, let it be offered in the fire at thy pleasure.' Having received this permission, he shall take out (some of the prepared food) and offer it.
2	7	17	20	They blame it, if dogs and Apapâtras are allowed to see the performance of a funeral-sacrifice.
2	7	17	21	The following persons defile the company if they are invited to a funeral-sacrifice, viz. a leper, a bald man, the violator of another man's bed, the son of a Brâhmana who follows the profession of a Kshatriya, and the son of (a Brâhmana who by marrying first a Sûdra wife had himself become) a Sûdra, born from a Brâhmana woman.
2	7	17	22	The following persons sanctify the company if they eat at a funeral-sacrifice, viz. one who has studied the three verses of the Veda containing the word 'Madhu,' each three times; one who has studied the part of the Veda containing the word 'Suparna' three times; a Trinâkiketa; one who has studied the Mantras required for the four sacrifices (called Asvamedha, Purushamedha, Sarvamedha, and Pitrimedha); one who keeps five fires; one who knows the Sâman called Gyeshtha; one who fulfils the duty of daily study; the son of one who has studied and is able to teach the whole Veda with its Aṅgas, and a Srotriya.
2	7	17	23	He shall not perform (any part of) a funeral sacrifice at night.
2	7	17	24	After having begun (a funeral-sacrifice), he shall not eat until he has finished it.
2	7	17	25	(He shall not perform a funeral-sacrifice at night), except if an eclipse of the moon takes place.
2	8	18	1	He shall avoid butter, butter-milk, oil-cake, honey, meat.
2	8	18	2	And black grain (Such as kulittha), food given by Sûdras, or by other persons, whose food is not considered fit to be eaten.
2	8	18	3	And food unfit for oblations, speaking an untruth, anger, and (acts or words) by which he might excite anger. He who desires a (good) memory, fame, wisdom, heavenly bliss, and prosperity, shall avoid these twelve (things and acts);
2	8	18	4	Wearing a dress that reaches from the navel to the knees, bathing morning, noon, and evening, living on food that has not been cooked at a fire, never seeking the shade, standing (during the day), and sitting (during the night), he shall keep this vow for one year. They declare, that (its merit) is equal to that of a studentship continued for forty-eight years.
2	8	18	5	(Now follows) the daily funeral-oblation.
2	8	18	6	Outside the village pure (men shall) prepare (the food for that rite) in a pure place.
2	8	18	7	New vessels are, used for that,
2	8	18	8	In which the food is prepared, and out of which it is eaten.
2	8	18	9	And those (vessels) he shall present to the (Brâhmanas) who have been fed.
2	8	18	10	And he shall feed (Brâhmanas) possessed of all (good qualities).
2	8	18	11	And he shall hot give the residue (of that funeral-dinner) to one who is inferior to them in good qualities.
2	8	18	12	Thus (he shall act every day) during a year.
2	8	18	13	The last of these (funeral-oblations) he shall perform, offering a red goat.
2	8	18	14	And let him cause an altar to be built, concealed (by a covering and outside the village).
2	8	18	15	Let him feed the Brâhmanas on the northern half of that.
2	8	18	16	They declare, that (then) he sees both the Brâhmanas who eat and the Manes sitting on the altar.
2	8	18	17	After that he may offer (a funeral-sacrifice once a month) or stop altogether.
2	8	18	18	For (by appearing on the altar) the Manes signify that they are satisfied by the funeral offering.
2	8	18	19	Under the constellation Tishya he who desires prosperity,
2	8	19	1	Shall cause to be prepared powder of white mustard-seeds, cause his hands, feet, ears, and mouth to be rubbed with that, and shall eat (the remainder). If the wind does not blow too violently, he shall eat sitting, silent and his face turned towards the south, on a seat (facing the) same (direction)the first alternative is the skin of a he-goat.
