Adhyaya	Brahmana	Text_no	Hymn
4	3	33	'If a man is healthy, wealthy, and lord of others, surrounded by all human enjoyments, thatis the highest blessing of men. Now a hundred of these human blessings make one blessing of the fathers who have conquered the world (of the fathers). A hundred blessings of the fathers who have conquered this world make one blessing in the Gandharva world. A hundred blessings in the Gandharva world make one blessing of the Devas by merit (work, sacrifice), who obtain their godhead by merit. A hundred blessings of the Devas by merit make one blessing of the Devas by birth, also (of) a Srotriya  who is without sin, and not overcome by desire. A hundred blessings of the Devas by birth make one blessing in the world of Pragâpati, also (of) a Srotriya who is without sin, and not overcome. by desire. A hundred blessings in the world of Pragâpati make one blessing in the world of Brahman, also (of) a Srotriya who is without sin, and not overcome by desire. And this is the highest blessing .'This is the Brahma-world, O king,' thus spake Yâgñavalkya.Ganaka Vaideha said: 'I give you, Sir, a thousand. Speak on for the sake of (my) emancipation.'Then Yâgñavalkya was afraid lest the King, having become full of understanding, should drive him from all his positions .
4	3	34	And Yâgñavalkya said: 'That (person), having enjoyed himself in that state of sleeping (dream),having moved about and seen both good and bad, hastens back again as he came, to the place from which he started, to the state of waking .
4	3	35	'Now as a heavy-laden carriage moves along groaning, thus does this corporeal Self, mounted by the intelligent Self, move along groaning, when a man is thus going to expire .
4	3	36	'And when (the body) grows weak through old age, or becomes weak through illness, at that time that person, after separating himself from his members, as an Amra (mango), or Udumbara (fig), or Pippala-fruit is separated from the stalk, hastens back again as be came, to the place from which he started, to (new) life.
4	3	37	'And as policemen, magistrates, equerries, and governors wait for a king who is coming back, with food and drink, saying, "He comes back, he approaches," thus do all the elements wait on him who knows this, saying, "That Brahman comes, that Brahman approaches."
4	3	38	'And as policemen, magistrates, equerries, and governors gather round a king who is departing, thus do all the senses (prânas) gather round the Self at the time of death, when a man is thus going to expire.'
4	4	1	Yâgñavalkya continued: 'Now when that Self, having sunk into weakness , sinks, as it were, intounconsciousness, then gather those senses (prânas) around him, and he, taking with him those elements of light, descends into the heart When that person in the eye  turns away, then he ceases to know any forms.
4	4	2	'"He has become one," they say, "he does not see ." "He has become one," they say, "he does not smell." "He has become one," they say, "he does not taste." "He has become one," they say, "he does not speak." "He has become one," they say, "he does not hear." "He has become one," they say, "he does not think." "He has become one," they say, "he does not touch." "He has become one," they say, "he does not know." The point of his heart  becomes lighted up, and by that light the Self departs, either through the eye , or through the skull , or through other places of the body. And when he thus departs, life (the chief prâna) departs after him, and when life thus departs, all the othervital spirits (prânas) depart after it. He is conscious, and being conscious he follows  and departs.'Then both his knowledge and his work take hold of him, and his acquaintance with former things .'
4	4	3	'And as a caterpillar, after having reached the end of a blade of grass, and after having made another approach (to another blade) , draws itself together towards it, thus does this Self, after having thrown off this body  and dispelled all ignorance, and after making another approach (to another body), draw himself together towards it.
4	4	4	And as a goldsmith, taking a piece of gold, turns it into another, newer and more beautiful shape, so does this Self, after having thrown off this bodyand dispelled all ignorance, make unto himself another, newer and more beautiful shape, whether it be like the Fathers, or like the Gandharvas, or like the Devas, or like Pragâpati, or like Brahman, or like other beings.
4	4	5	'That Self is indeed Brahman, consisting of knowledge, mind, life, sight, hearing, earth, water, wind, ether, light and no light, desire and no desire, anger and no anger, right or wrong, and all things. Now as a man is like this or like that , according as he acts and according as he behaves, so will he be:--a man of good acts will become good, a man of bad acts, bad. He becomes pure by pure deeds, bad by bad deeds.'And here they say that a person consists of desires. And as is his desire, so is his will; and as is his will, so is his deed; and whatever deed he does, that he will reap.
4	4	6	'And here there is this verse: "To whatever object a man's own mind is attached, to that he goes strenuously together with his deed; and having obtained the end (the last results) of whatever deed he does here on earth, he returns again from that world (which is the temporary reward of his deed) to this world of action."'So much for the man who desires. But as to the man who does not desire, who, not desiring, freed from desires, is satisfied in his desires, or desires the Self only, his vital spirits do not depart elsewhere,--being Brahman, he goes to Brahman.
4	4	7	'On this there is this verse: "When all desireswhich once entered his heart are undone, then does the mortal become immortal, then he obtains Brahman.'And as the slough of a snake lies on an ant-hill, dead and cast away, thus lies this body; but that disembodied immortal spirit (prâna, life) is Brahman only, is only light.'Ganaka Vaideha said: 'Sir, I give you a thousand.'8 . 'On this there are these verses:'The small, old path stretching far away  has been found by me. On it sages who know Brahman move on to the Svarga-loka (heaven), and thence higher on, as entirely free .
4	4	8	'On that path they say that there is white, or blue, or yellow, or green, or red ; that path was found by Brahman, and on it goes whoever knows Brahman, and who has done good, and obtained splendour.
4	4	9	'All who worship what is not knowledge (avidyâ) enter into blind darkness: those who delight in knowledge, enter, as it were, into greater darkness .
4	4	10	'There are  indeed those unblessed worlds,covered with blind darkness. Men who are ignorant and not enlightened go after death to those worlds.
4	4	11	'If a man understands the Self, saying, "I am He," what could he wish or desire that he should pine after the body .
4	4	12	'Whoever has found and understood the Self that has entered into this patched-together hiding-place , he indeed is the creator, for he is the maker of everything, his is the world, and he is the world itself .
4	4	13	'While we are here, we may know this; if not, I am ignorant , and there is great destruction. Those who know it, become immortal, but others suffer pain indeed.
4	4	14	'If a man clearly beholds this Self as God, and as the lord of all that is and will be, then he is no more afraid.
4	4	15	'He behind whom the year revolves with the days, him the gods worship as the light of lights, as immortal time.
4	4	16	'He in whom the five beings  and the ether rest, him alone I believe to be the Self,--I whoknow, believe him to be Brahman; I who am immortal, believe him to be immortal.
4	4	17	'They who know the life of life, the eye of the eye, the ear of the ear, the mind of the mind, they have comprehended the ancient, primeval Brahman .
4	4	18	'By the mind alone it is to be perceived , there is in it no diversity. He who perceives therein any diversity, goes from death to death.
4	4	19	'This eternal being that can never be proved, is to be perceived in one way only; it is spotless, beyond the ether, the unborn Self, great and eternal.
4	4	20	'Let a wise Brâhmana, after he has discovered him, practise wisdom . Let him not seek after many words, for that is mere weariness of the tongue.
4	4	21	'And he is that great unborn Self, who consists of knowledge, is surrounded by the Prânas, the ether within the heart . In it there reposes the ruler of all, the lord of all, the king of all. He does not become greater by good works, nor smaller by evil works. He is the lord of all, the king of all things, the protector of all things. He is a bank  and a boundary, so that these worlds may not be confounded. Brâhmanas seek to know him by the study of the Veda, by sacrifice, by gifts, by penance, by fasting, and he who knows him, becomes a Muni. Wishing for that world (for Brahman) only, mendicants leave their homes.'Knowing this, the people of old did not wish for offspring. What shall we do with offspring, they said,we who have this Self and this world (of Brahman) ? And they, having risen above the desire for sons, wealth, and new worlds, wander about as mendicants. For desire for sons is desire for wealth, and desire for wealth is desire for worlds. Both these are indeed desires only. He, the Self, is to be described by No, no ! He is incomprehensible, for he cannot be comprehended; he is imperishable, for he cannot perish; he is unattached, for he does not attach himself; unfettered, he does not suffer, he does not fail. Him (who knows), these two do not overcome, whether he says that for some reason he has done evil, or for some reason he has done good--he overcomes both, and neither what he has done, nor what he has omitted to do, burns (affects) him.
4	4	22	'This has been told by a verse (Rik): "This eternal greatness of the Brâhmana does not grow larger by work, nor does it grow smaller. Let man try to find (know) its trace, for having found (known) it, he is not sullied by any evil deed."'He therefore that knows it, after having become quiet, subdued, satisfied, patient, and collected , sees self in Self, sees all as Self. Evil does not overcome him, he overcomes all evil. Evil does not burn him, he burns all evil. Free from evil, free from spots, free from doubt, he becomes a (true) Brâhmana; this is the Brahma-world, O King,'--thus spoke Yâgñavalkya.Ganaka Vaideha said: 'Sir, I give you the Videhas, and also myself, to be together your slaves.'
4	4	23	This  indeed is the great, the unborn Self, thestrong , the giver of wealth. He who knows this obtains wealth.
4	4	24	This great, unborn Self, undecaying, undying, immortal, fearless, is indeed Brahman. Fearless is Brahman, and he who knows this becomes verily the fearless Brahman.
4	5	1	Yâgñavalkya had two wives, Maitreyî and Kâtyâyanî. Of these Maitreyî was conversant with Brahman, but Kâtyâyanî possessed such knowledge only as women possess. And Yâgñavalkya, when he wished to get ready for another state of life (when he wished to give up the state of a householder, and retire into the forest),
4	5	2	Said, 'Maitreyî, verily I am going away from this my house (into the forest). Forsooth, let me make a settlement between thee and that Kâtyâyanî.'
4	5	3	Maitreyî said: 'My Lord, if this whole earth, full of wealth, belonged to me, tell me, should I be immortal by it, or no?''No,' replied Yâgñavalkya, 'like the life of rich people will be thy life. But there is no hope of immortality by wealth.'
4	5	4	And Maitreyî said: 'What should I do with that by which I do not become immortal? What my Lord knoweth  (of immortality), tell that clearly to me.'
4	5	5	Yâgñavalkya replied: 'Thou who art truly dear to me, thou hast increased what is dear (to me inthee) . Therefore, if you like, Lady, I will explain it to thee, and mark well what I say.'
4	5	6	And he said: 'Verily, a husband is not dear, that you may love the husband; but that you may love the Self, therefore a husband is dear.'Verily, a wife is not dear, that you may love the wife; but that you may love the Self, therefore a wife is dear.'Verily, sons are not dear, that you may love the sons; but that you may love the Self, therefore sons are dear.'Verily, wealth is not dear, that you may love wealth; but that you may love the Self, therefore wealth is dear.'Verily, cattle  are not dear, that you may love cattle; but that you may love the Self, therefore cattle are dear.'Verily, the Brahman-class is not dear, that you may love the Brahman-class; but that you may love the Self, therefore the Brahman-class is dear.'Verily, the Kshatra-class is not dear, that you may love the Kshatra-class; but that you may love the Self, therefore the Kshatra-class is dear.'Verily, the worlds are not dear, that you may love the worlds; but that you may love the Self, therefore the worlds are dear.'Verily, the Devas are not dear, that you may love the Devas; but that you may love the Self, therefore the Devas are dear.'Verily, the Vedas are not dear, that you may love the Vedas; but that you may love the Self, therefore the Vedas are dear.'Verily, creatures are not dear, that you may love the creatures; but that you may love the Self, therefore are creatures dear.'Verily, everything is not dear, that you may love everything; but that you may love the Self, therefore everything is dear.'Verily, the Self is to be seen, to be heard, to be perceived, to be marked, O Maitreyî! When the Self has been seen, heard, perceived, and known, then all this is known!
4	5	7	'Whosoever looks for the Brahman-class elsewhere than in the Self, was abandoned by the Brahman-class. Whosoever looks for the Kshatra-class elsewhere than in the Self, was abandoned by the Kshatra-class. Whosoever looks for the worlds elsewhere than in the Self, was abandoned by the worlds. Whosoever looks for the Devas elsewhere than in the Self, was abandoned by the Devas. Whosoever looks for the Vedas elsewhere than in the Self, was abandoned by the Vedas. Whosoever looks for the creatures elsewhere than in the Self, was abandoned by the creatures. Whosoever looks for anything elsewhere than in the Self, was abandoned by anything.'This Brahman-class, this Kshatra-class, these worlds, these Devas, these Vedas, all these beings, this everything, all is that Self.
4	5	8	'Now as the sounds of a drum, when beaten, cannot be seized externally (by themselves), but the sound is seized, when the drum is seized, or the beater of the drum;
4	5	9	'And as the sounds of a conch-shell, when blown, cannot be seized externally (by themselves), but the sound is seized, when the shell is seized, or the blower of the shell;
4	5	10	'And as the sounds of a lute, when played, cannot be seized externally (by themselves), but the sound is seized, when the lute is seized, or the player of the lute;
4	5	11	'As clouds of smoke proceed by themselves out of lighted fire kindled with damp fuel, thus verily, O Maitreyî, has been breathed forth from this great Being what we have as Rig-veda, Yagur-veda, Sâma-veda, Atharvâṅgirasas, Itihâsa, Purâna, Vidyâ, the Upanishads, Slokas, Sûtras, Anuvyâkhyânas, Vyâkhyânas, what is sacrificed, what is poured out, food, drink , this world and the other world, and all creatures. From him alone all these were breathed forth.
4	5	12	'As all waters find their centre in the sea, all touches in the skin, all tastes in the tongue, all smells in the nose, all colours in the eye, all sounds in the ear, all percepts in the mind, all- knowledge in the heart, all actions in the hands, all movements in the feet, and all the Vedas in speech,--
4	5	13	'As a mass of salt has neither inside nor outside, but is altogether a mass of taste, thus indeed has that Self neither inside nor outside, but is altogether a mass of knowledge; and having risen from out these elements, vanishes again in them. When he has departed, there is no more knowledge (name), I say, O Maitreyî,'--thus spoke Yâgñavalkya.
4	5	14	Then Maitreyî said: 'Here, Sir, thou hast landed me in utter bewilderment. Indeed, I do not understand him.'But he replied: 'O Maitreyî, I say nothing that is bewildering. Verily, beloved, that Self is imperishable, and of an indestructible nature.
4	5	15	'For when there is as it were duality, then one sees the other, one smells the other, one tastes the other, one salutes the other, one hears the other, one perceives the other, one touches the other, one knows the other; but when the Self only is all this, how should he see another, how should he smell another, how should he taste another, how should he salute another, how should he hear another, how should he touch another, how should he know another? How should he know Him by whom he knows all this? That Self is to be described by No, no ! He is incomprehensible, for he cannot be comprehended; he is imperishable, for he cannot perish; he is unattached, for he does not attach himself; unfettered, he does not suffer, he does not fail. How, O beloved, should he know the Knower? Thus, O Maitreyî, thou hast been instructed. Thus far goes immortality.' Having said so, Yâgñavalkya went away (into the forest).
4	6	1	Now follows the stem :
4	6	2	(We) from Pautimâshya,
4	6	3	Pautimâshya, from Gaupavana,
4	6	4	Gaupavana from Pautimâshya,
4	6	5	Pautimâshya from Gaupavana,
4	6	6	Gaupavana from Kausika,
4	6	7	Kausika from Kaundinya,
4	6	8	Kaundinya from Sândilya,
4	6	9	Sândilya from Kausika and Gautama,
4	6	10	Gautama2. from Âgnivesya,
4	6	11	Âgnivesya from Gârgya,
4	6	12	Gârgya from Gârgya,
4	6	13	Gârgya from Gautama,
4	6	14	Gautama from Saitava,
4	6	15	Saitava from Pârâsaryâyana,
4	6	16	Pârâsaryâyana from Gârgyâyana,
4	6	17	Gârgyâyana from Uddâlakâyana,
4	6	18	Uddâlakâyana from Gâbâlâyana,
4	6	19	Gâbâlâyana from Mâdhyandânayana,
4	6	20	Mâdhyandânayana from Saukarâyana,
4	6	21	Saukarâyana from Kâshâyana,
4	6	22	Kâshâyana from Sâyakâyana,
4	6	23	Sâyakâyana from Kausikâyani ,
4	6	24	Kausikâyani3. from Ghritakausika,
4	6	25	Ghritakausika from Pârâsaryâyana,
4	6	26	Pârâsaryâyana from Pârâsarya,
4	6	27	Pârâsarya from Gâtukarnya,
4	6	28	Gâtukarnya from Âsurâyana and Yâska ,
4	6	29	Âsurâyana from Travani,
4	6	30	Travani from Aupagandhani,
4	6	31	Aupagandhani from Âsuri,
4	6	32	Âsuri from Bhâradvâga,
4	6	33	Bhâradvâga from Âtreya,
4	6	34	Âtreya from Mânti,
4	6	35	Mânti from Gautama,
4	6	36	Gautama from Gautama,
4	6	37	Gautama from Vâtsya,
4	6	38	Vâtsya from Sândilya,
4	6	39	Sândilya from Kaisorya Kâpya,
4	6	40	Kaisorya Kâpya from Kumârahârita,
4	6	41	Kumârahârita from Gâlava,
4	6	42	Gâlava from Vidarbhî-kaundinya,
4	6	43	Vidarbhî-kaundinya from Vatsanapât Bâbhrava,
4	6	44	Vatsanapât Bâbhrava from Pathi Saubhara,
4	6	45	Pathi Saubhara from Ayâsya Âṅgirasa,
4	6	46	Ayâsya Âṅgirasa from Âbhûti Tvâshtra,
4	6	47	Âbhûti Tvâshtra from Visvarûpa Tvâshtra,
4	6	48	Visvarûpa Tvâshtra from Asvinau,
4	6	49	Asvinau from Dadhyak Âtharvana,
4	6	50	Dadhyak Âtharvana from Atharvan Daiva,
4	6	51	Atharvan Daiva from Mrityu Prâdhvamsana,
4	6	52	Mrityu Prâdhvamsana from Prâdhvamsana,
4	6	53	Prâdhvamsana from Ekarshi,
4	6	54	Ekarshi from Viprakitti ,
4	6	55	Viprakitti from Vyashti,
4	6	56	Vyashti from Sanâru,
4	6	57	Sanâru from Sanâtana,
4	6	58	Sanâtana from Sanaga,
4	6	59	Sanaga from Parameshthin,
4	6	60	Parameshthin from Brahman,
4	6	61	Brahman is Svayambhu, self-existent. Adoration to Brahman.
5	1	1	That (the invisible Brahman) is full, this (the visible Brahman) is full} . This full (visible Brahman) proceeds from that full (invisible Brahman). On grasping the fulness of this full (visible Brahman) there is left that full (invisible Brahman) .Om (is) ether, (is) Brahman . 'There is the old ether (the invisible), and the (visible) ether of the atmosphere,' thus said Kauravyâyanîputra. This (the Om) is the Veda (the means of knowledge), thus the Brâhmanas know. One knows through it all that has to be known.
5	2	1	The threefold descendants of Pragâpati, gods, men, and Asuras (evil spirits), dwelt as; Brahmakârins (students) with their father Pragâpati. Having finished their studentship the gods said: 'Tell us (something), Sir.' He told them the syllable Da. Then he said: 'Did you understand?' They said: 'We did understand. You told us "Dâmyata," Be subdued.' 'Yes,' he said, 'you have understood.'
5	2	2	Then the men said to him: 'Tell us something,[paragraph continues] Sir.' He told them the same syllable Da. Then he said: 'Did you understand?' They said: 'We did understand. You told us, "Datta," Give.' 'Yes,' he said, 'you have understood.'
5	2	3	Then the Asuras said to him: 'Tell us something, Sir.' He told them the same syllable Da. Then he said: 'Did you understand?' They said: 'We did understand. You told us, "Dayadham," Be merciful.' 'Yes,' he said, 'you have understood.'The divine voice of thunder repeats the same, Da Da Da, that is, Be subdued, Give, Be merciful. Therefore let that triad be taught, Subduing, Giving, and Mercy.
5	3	1	Pragâpati is the heart, is this Brahman, is all this. The heart, hridaya, consists of three syllables. One syllable is hri, and to him who knows this, his own people and others bring offerings . One syllable is da, and to him who knows this, his own people and others bring gifts. One syllable is yam, and he who knows this, goes to heaven (svarga) as his world.
5	4	1	This (heart) indeed is even that, it was indeed the true  (Brahman). And whosoever knows this great glorious first-born as the true Brahman, he conquers these worlds, and conquered likewise may that (enemy) be ! yes, whosoever knows this greatglorious first-born as the true Brahman; for Brahman is the true.
5	5	1	In the beginning this (world) was water. Water produced the true , and the true is 'Brahman. Brahman produced Pragâpati , Pragâpati the Devas (gods). The Devas adore the true (satyam) alone. This satyam consists of three syllables. One syllable is sa, another t(i), the third  yam. The first and last syllables are true, in the middle there is the untrue . This untrue is on both sides enclosed by the true, and thus the true preponderates. The untrue does not hurt him who knows this.
5	5	2	Now what is the true, that is the Âditya (the sun), the person that dwells in yonder orb, and the person in the right eye. These two rest on each other, the former resting with his rays in the latter, the latter with his prânas (senses) in the former. When the latter is on the point of departing this life, he sees that orb as white only, and those rays (of the sun) do not return to him.
5	5	3	Now of the person in that (solar) orb Bhûh is the head, for the head is one, and that syllable is one; Bhuvah the two arms, for the arms are two, and these syllables are two; Svar the foot, for the feet are two, and these syllables are two . Its secret name is Ahar (day), and he who knows this destroys (hanti) evil and leaves (gahâti) it.
5	5	4	Of the person in the right eye Bhûh is the head, for the head is one, and that syllable is one; Bhuvah the two arms, for the arms are two, and these syllables are two; Svar the foot, for the feet are two, and these syllables are two. Its secret name is Aham (ego), and he who knows this, destroys (hanti) evil and leaves (gahâti) it.
5	6	1	That person, under the form of mind (manas), being light indeed , is within the heart, small like a grain of rice or barley. He is the ruler of all, the lord of all--he rules all this, whatsoever exists.
5	7	1	They say that lightning is Brahman, because lightning (vidyut) is called so from cutting off (vidânât) . Whosoever knows this, that lightning is Brahman, him (that Brahman) cuts off from evil, for lightning indeed is Brahman.
5	8	1	Let him meditate on speech as a cow. Her four udders are the words Svâhâ, Vashat, Hanta, and Svadhâ . The gods live on two of her udders, the Svâhâ and the Vashat, men on the Hanta, the fathers on the Svadhâ. The bull of that cow is breath (prâna), the calf the mind.
5	9	1	Agni Vaisvânara, is the fire within man by which the food that is eaten is cooked, i.e. digested. Its noise is that which one hears, if one covers one's ears. When he is on the point of departing this life, he does not hear that noise.
5	10	1	When the person goes away from this world, he comes to the wind. Then the wind makes room for him, like the hole of a carriage wheel, and through it he mounts higher. He comes to the sun. Then the sun makes room for him, like the hole of a Lambara , and through it he mounts higher. He comes to the moon. Then the moon makes room for him, like the hole of a drum, and through it he mounts higher, and arrives at the world where there is no sorrow, no snow . There he dwells eternal years.
5	11	1	This is indeed the highest penance, if a man, laid up with sickness, suffers pain . He who knows this, conquers the highest world.This is indeed the highest penance, if they carry a dead person into the forest . He who knows this, conquers the highest world.This is indeed the highest penance, if they place a dead person on the fire . He who knows this, conquers the highest world.
5	12	1	Some say that food is Brahman, but this is not so, for food decays without life (prâna). Others say that life (prâna) is Brahman, but this is not so, for life dries up without food. Then these two deities (food and life), when they have become one, reach that highest state (i. e. are Brahman). Thereupon Prâtrida said to his father: 'Shall I be able to do any good to one who knows this, or shall I be able to do him any harm ?' The father said to him, beckoning with his hand: 'Not so, O Prâtrida; for who could reach the highest state, if he has only got to the oneness of these two?' He then said to him: 'Vi;verily, food is Vi, for all these beings rest (vishtâni) on food.' He then said: 'Ram; verily, life is Ram, for all these beings delight (ramante) in life. All beings rest on him, all beings delight in him who knows this.'
5	13	1	Next follows the Uktha . Verily, breath (prâna) is Uktha, for breath raises up (utthâpayati) all this. From him who knows this, there is raised a wise son, knowing the Uktha; he obtains union and oneness with the Uktha.
5	13	2	Next follows the Yagus. Verily, breath is Yagus, for all these beings are joined in breath . For him who knows this, all beings are joined to procure his excellence; he obtains union and oneness with the Yagus.
5	13	3	Next follows the Sâman. Verily, breath is the Sâman, for all these beings meet in breath. For him who knows this, all beings meet to procure his excellence; he obtains union and oneness with the Sâman.
5	13	4	Next follows the Kshatra. Verily, breath is the Kshatra, for breath is Kshatra, i.e. breath protects (trâyate) him from being hurt (kshanitoh). He who knows this, obtains Kshatra (power), which requires no protection; he obtains union and oneness with Kshatra .
5	14	1	The words Bhûmi (earth), Antariksha (sky), and Dyu  (heaven) form eight syllables. One foot of the Gâyatrî consists of eight syllables. This (one foot) of it is that (i. e. the three worlds). And he who thus knows that foot of it, conquers as far as the three worlds extend.
5	14	2	The Rikas, the Yagûmshi, and the Sâmâni form eight syllables. One foot (the second) of the Gâyatrî consists of eight syllables. This (one foot) of it is that (i.e. the three Vedas, the Rig-veda, Yagur-veda, and Sama-veda). And he who thus knows that foot of it, conquers as far as that threefold knowledge extends.
5	14	3	The Prâna (the up-breathing), the Apâna (the down-breathing), and the Vyâna (the back-breathing) form eight syllables. One foot (the third) of the Gâyatrî consists of eight syllables. This (one foot) of it is that (i. e. the three vital breaths). And he who thus knows that foot of it, conquers as far as there is anything that breathes. And of that (Gâyatrî, or speech) this indeed is the fourth (turîya), the bright (darsata) foot, shining high above the skies . What is here called turîya (the fourth) is meant for katurtha (the fourth); what is called darsatam padam (the bright foot) is meant for him who is as it were seen (the person in the sun); and what is called paroragas (he who shines high above theskies) is meant for him who shines higher and higher above every sky. And he who thus knows that foot of the Gâyatrî, shines thus himself also with happiness and glory.
5	14	4	That Gâyatrî (as described before with its three feet) rests on that fourth foot, the bright one, high above the sky. And that again rests on the True (satyam), and the True is the eye, for the eye is (known to be) true. And therefore even now, if two persons come disputing, the one saying, I saw, the other, I heard, then we should trust the one who says, I saw. And the True again rests on force (balam), and force is life (prâna), and that (the True) rests on life . Therefore they say, force is stronger than the True. Thus does that Gâyatrî rest with respect to the self (as life). That Gâyatrî protects (tatre) the vital breaths (gayas); the gayas are the prânas (vital breaths), and it protects them. And because it protects (tatre) the vital breaths (gayas), therefore it is called Gâyatrî. And that Savitri verse which the teacher teaches , that is it (the life, the prâna, and indirectly the Gâyatrî); and whomsoever he teaches, he protects his vital breaths.
5	14	5	Some teach that Sâvitrî as an Anushtubh  verse, saying that speech is Anushtubh, and that we teachthat speech. Let no one do this, but let him teach the Gâyatrî as Sâvitrî . And even if one who knows this receives what seems to be much as his reward (as a teacher), yet this is not equal to one foot of the Gâyatrî.
5	14	6	If a man (a teacher) were to receive as his fee these three worlds full of all things, he would obtain that first foot of the Gâyatrî. And if a man were to receive as his fee everything as far as this threefold knowledge extends, he would obtain that second foot of the Gâyatrî. And if a man were to receive as his fee everything whatsoever breathes, he would obtain that third foot of the Gâyatrî. But 'that fourth bright foot, shining high above the skies ' cannot be obtained by anybody--whence then could one receive such a fee?
5	14	7	The adoration  of that (Gâyatrî):'O Gâyatrî, thou hast one foot, two feet, three feet, four feet . Thou art footless, for thou art not known. Worship to thy fourth bright foot above the skies.' If  one (who knows this) hates someone and says, 'May he not obtain this,' or 'May this wish not be accomplished to him,' then that wish is not accomplished to him against whom he thus prays, or if he says, 'May I obtain this.'
5	14	8	And thus Ganaka Vaideha spoke on this point to Budila Âsvatarâsvi : 'How is it that thou who spokest thus as knowing the Gâyatrî, hast become an elephant and carriest me?' He answered: 'Your Majesty, I did not know its mouth. Agni, fire, is indeed its mouth; and if people pile even what seems much (wood) on the fire, it consumes it all. And thus a man who knows this, even if he commits what seems much evil, consumes it all and becomes pure, clean, and free from decay and death.'
5	15	1	The face of the True (the Brahman) is covered with a golden disk . Open that, O Pûshan , that we may see the nature of the True .
5	15	2	O Pûshan, only seer, Yama (judge), Sûrya (sun), son of Pragâpati , spread thy rays and gather them!The light which is thy fairest form, I see it. I am what he is (viz. the person in the sun).
5	15	3	Breath to air and to the immortal! Then this my body ends in ashes. Om! Mind, remember! Remember thy deeds! Mind, remember! Remember thy deeds !
5	15	4	Agni, lead us on to wealth (beatitude) by a good path , thou, O God, who knowest all things! Keep far from us crooked evil, and we shall offer thee the fullest praise! (Rv. I, 189,
5	15	5	)
6	1	1	Harih, Om. He who knows the first and the best, becomes himself the first and the best among his people. Breath is indeed the first and the best. He who knows this, becomes the first and the best among his people, and among whomsoever he wishes to be so.
6	1	2	He who knows the richest , becomes himself the richest among his people. Speech is the richest. He who knows this, becomes the richest among his people, and among whomsoever he wishes to be so.
6	1	3	He who knows the firm rest, becomes himself firm on even and uneven ground. The eye indeed is the firm rest, for by means of the eye a man stands firm on even and uneven ground. He who knows this, stands firm on even and uneven ground.
6	1	4	He who knows success, whatever desire he desires, it succeeds to him. The ear indeed is success. For in the ear are all these Vedas successful. He who knows this, whatever desire he desires, it succeeds to him.
6	1	5	He who knows the home, becomes a home of his own people, a home of all men. The mindindeed is the home. He who knows this, becomes a home of his own people and a home of all men.
6	1	6	He who knows generation , becomes rich in offspring and cattle. Seed indeed is generation. He who knows this, becomes rich in offspring and cattle.
6	1	7	These Prânas (senses), when quarrelling together as to who was the best, went to Brahman  and said: 'Who is the richest of us?' He replied: 'He by whose departure this body seems worst, he is the richest.'
6	1	8	The tongue (speech) departed, and having been absent for a year, it came back and said: 'How have you been able to live without me?' They replied: 'Like unto people, not speaking with the tongue, but breathing with breath, seeing with the eye, hearing with the ear, knowing with the mind, generating with seed. Thus we have lived.' Then speech entered in.
6	1	9	The eye (sight) departed, and having been absent for a year, it came back and said: 'How have you been able to live without me?' They replied: 'Like blind people, not seeing with the eye, but breathing with the breath, speaking with the tongue, hearing with the ear, knowing with the mind, generating with seed. Thus we have lived.' Then the eye entered in.
6	1	10	The ear (hearing) departed, and having been absent for a year, it came back and said: 'How have you been able to live without me?' They replied: 'Like deaf people, not hearing with the ear,
6	2	1	Svetaketu Âruneya went to the settlement of the Pañkâlas. He came near to Pravâhana Gaivali , who was walking about (surrounded by his men). As soon as he (the king) saw him, he said: 'My boy!' Svetaketu replied: 'Sir!'Then the king said: 'Have you been taught by your father!' 'Yes,' he replied.
6	2	2	The king said: 'Do you know how men, when they depart from here, separate from each other?' 'No,' he replied.'Do you know how they come back to this world?' 'No,' he replied .'Do you know how that world does never become full with the many who again and again depart thither?' 'No,' he replied.'Do you know at the offering of which libation the waters become endowed with a human voice and rise and speak?' 'No,' he replied.'Do you know the access to the path leading to the Devas and to the path leading to the Fathers, i.e. by what deeds men gain access to the path leading to the Devas or to that leading to the Fathers? For we have heard even the saying of a Rishi: "I heard of two paths for men, one leading to the Fathers, the other leading to the Devas. On those paths all that lives moves on, whatever there is between father (sky) and mother (earth)."'Svetaketu said: 'I do not know even one of all these questions.'
6	2	3	Then the king invited him to stay and accept his hospitality. But the boy, not caring for hospitality, ran away, went back to his father, and said: 'Thus then you called me formerly well-instructed!' The father said: 'What then, you sage?' The son replied: 'That fellow of a Râganya asked me five questions, and I did not know one of them.''What were they?' said the father.'These were they,' the son replied, mentioning the different heads.
6	2	4	The father said: 'You know me, child, that whatever I know, I told you. But come, we shall go thither, and dwell there as students.''You may go, Sir,' the son replied.Then Gautama went where (the place of) Pravâhana Gaivali was, and the king offered him a seat, ordered water for him, and gave him the proper offerings. Then he said to him: 'Sir, we offer a boon to Gautama.'
6	2	5	Gautama said: 'That boon is promised to me; tell me the same speech which you made in the presence of my boy.'
6	2	6	He said: 'That belongs to divine boons, name one of the human boons.'
