Title_of_Law_no	Text_no	Hymn
12	104	(Of this description are) the Ugra, Pârasava, and Nishâda, (who are begotten) in the direct order, as well as the Ambashtha, Mâgadha, and Kshattri, who spring from a Kshatriya woman.
12	105	One of these (latter castes) is begotten in the direct order, of the two (others) it must be known that they are (begotten) in an inverse order. The Kshattri and the rest are begotten in aninverse order, the (three) mentioned first in the direct order.
12	106	Sacraments, beginning with the boiling of gruel, three times seven in number (shall be performed) by them. The son (of a Brahman) with a Brahman woman is equal in caste (to his father). The son (of a Brahman) with a Kshatriya woman is an Anantara.
12	107	An Ambashtha and an Ugra are begotten in the same way by Kshatriya men and on Vaisya women respectively. An Ambashtha is an Ekântara, the son of a Brahman with a Vaisya woman.
12	108	In the same way, a son called Nishâdasprings from the union of a Kshatriya with a Sûdra woman. A Sûdra woman obtains from a Brahman a son (called) Pârasava, who is superior (to the Nishâda).
12	109	Thus have the sons born in the direct order of castes been declared. The two sons called Sûta and Mâgadha as well as the Âyogava,
12	110	And the Kshattri and Vaidehaka are begotten in the inverse order of castes. The Sûta is declared to he an Anantara, begotten by a Kshatriya on a Brahman woman.
12	111	Similarly, the Mâgadha and Âyogava are the sons of Vaisya and Sûdra fathers (and of a Brahman mother) A Brahman woman obtains of a Vaisya father an Ekântara son, the Vaidehaka.
12	112	A Kshatriya woman (obtains of a Sûdra) an Ekântara son, called Kshattri. A Dvyantara son in the inverse order, the most abject of men, because he is the fruit of sinful intercourse,
12	113	Kandâla by name, is born of a Sûdra, when a Brahman woman forgets herself (with him). Therefore must the king take special care to prevent women from sinful intercourse with men of different caste.
13	1	Where a partition of the paternal propertyis instituted by the sons, it is called by the learned, Partition of Property, a title of law.
13	2	The father being dead, the sons shall divide the estate as they ought; (and so shall) daughters (divide the property) of their mother (when she dies); or, failing daughters, their issue.
13	3	(The distribution of the property shall take place) when the mother has ceased to menstruate and the sisters are married, or when the father's sexual desire is extinguished and he has ceased to care for worldly interests.
13	4	Or let a father distribute his property among his sons himself, when he is stricken in years, either allotting a larger share to the eldest son, or (distributing the property in any other way) following his own inclination.
13	5	Or the senior brother shall maintain all (the junior brothers), like a father, if they wish it, or even the youngest brother, if able; the well-being of a family depends on the ability (of its head).
13	6	Property gained by valour, or belonging to a wife, and the gains of science, are three kinds of wealth not subject to partition; and so is a favour conferred by the father (exempt from partition).
13	7	When the mother has bestowed (a portion of) her property on any (of her sons) from affection, the rule is the same in that case also; for the mother is equal to the father (as regards her competence to bestow gifts).
13	8	What (was given) before the (nuptial) fire, what (was given) during the bridal procession, the husband's donation, and what was received from her brother, mother, or father, that is called the sixfold property of a woman (Strîdhana).
13	9	Such property of a woman shall go to her offspring; if she have no offspring, it is declared to go to her husband (if she was married to him) according to one of the four (praiseworthy) marriage forms, beginning with the Brâhma form; (if she was married) according to one of the other forms, it shall go to her parents.
13	10	When one brother maintains the family of another brother, who is engaged in studying science, he shall receive a share of the wealth gained by that study, though he be ignorant (himself).
13	11	A learned man is not bound to give a share of his own (acquired) wealth against his will to an unlearned co-heir, unless it have been gained by him using the paternal estate.
13	12	Two shares let the father keep for himselfwhen distributing his property. The mother shall receive the same share as a son (when the sons divide the property) after her husband's death.
13	13	To the eldest son a larger share shall be allotted, and a less share is assigned to the youngest son. The rest shall take equal shares, and so shall an unmarried sister.
13	14	The same rule applies to sons of a wife (Kshetragas) lawfully begotten on her. For sons of lower caste, a decrease in the shares according to the order (of their caste) is ordained, in case they are born of women legally married.
13	15	When a father has distributed his property amongst his sons, that is a lawful distribution for them (and cannot be annulled), whether the share of one be less, or greater than, or equal to the shares of the rest; for the father is the lord of all.
13	16	A father who is diseased, or angry, or absorbed by (sinful) worldly interests, or who acts illegally, has not the power to distribute his property (as he likes).
13	17	The son of a maiden, a son obtained through a pregnant bride, and one born of a woman (whose transgression was) unknown (at first and is found out subsequently): of these, the mother's husband is regarded as the father, and they are declared to be entitled to shares of his property.
13	18	A maiden's son, whose father is unknown and whose mother is not legally married (to his father), shall give a funeral ball (of rice) to his maternal grandfather and inherit his property.
13	19	Those sons who have been begotten by one or by many on a woman not authorized (to raise issue to her deceased husband), shall all be disinherited;they are the sons of their (respective) begetters only.
13	20	They shall offer the funeral ball (of rice) to their begetter, in case their mother had been obtained for a price; if no price has been paid for her, they shall give the funeral ball to the husband (of their mother).
13	21	One hostile to his father, or expelled from caste, or impotent, or guilty of a minor offence, shall not even take a share (of the inheritance), if he is a legitimate son; much less so, if he is a (Kshetraga) son of the wife (only).
13	22	Persons afflicted with a chronic or acute disease, or idiotic, or mad, or blind, or lame (are also incapable of inheriting). They shall be maintained by the family; but their sons shall receive their respective shares (of the inheritance).
13	23	The sons of two fathers shall give the funeralball (of rice) and the water oblations to each of the two (fathers) singly, and shall receive one half of the property left by their natural and adoptive fathers.
13	24	That portion (of the property) which belongs to a reunited coparcener is declared to be absolutely his own. So when one of the sharers has no issue it shall go to the rest (after the death) of those who are childless.
13	25	If among several brothers one childless should die or become a religious ascetic, the others shall divide his property, excepting the Strîdhana.
13	26	They shall make provision for his women till they die, in case they remain faithful to the bed of their husband. Should the women not (remain chaste), they must cut off that allowance.
13	27	If he has left a daughter, her father's share is destined for her maintenance. They shall maintain her up to the time of her marriage; afterwards let her husband keep her.
13	28	After the death of her lord, the relations of her husband shall be the guardians of a woman who has no son. They shall have full authority to control her, to regulate her mode of life, and to maintain her.
13	29	When the husband's family is extinct, or contains no male, or when it is reduced to poverty, or when no one related to it within the degree of a Sapinda is left, the father's relations shall be the guardians of a woman.
13	30	It is through independence that women goto ruin, though born in a noble family. Therefore the Lord of creatures has assigned a dependent condition to them.
13	31	The father protects her during her infancy, the husband protects her when she is grown up, and the sons (protect her) in her old age. A woman is unfit to enjoy independence.
13	32	What is left (of the father's property), when the father's obligations have been discharged, and when the father's debts have been paid, shall be divided by the brothers, in order that the father may not continue a debtor.
13	33	For those (brothers), for whom the initiatory ceremonies have not been duly performed by their father, they must be performed by the (other) brothers, (defraying the expense) from the paternal property.
13	34	Or, no paternal wealth being left, the initiatory ceremonies must be invariably performed for their brothers by those previously initiated contributing (the required) funds from their own portions.
13	35	One who, being authorized to look after the affairs of the family, charges himself with the management (of the family property), shall be supported by his brothers with (presents of) food, clothing, and vehicles.
13	36	When the fact of a legal partition should be called into question, the decision of the dispute (which has arisen) among the sharers shall be founded on (the testimony of) kinsmen, the written deed recording the division of the estate, and the separate transaction of business.
13	37	Among unseparated brothers, the performance of religious duties is single. When they have come to a partition, they have to perform their religious duties each for himself.
13	38	Giving, receiving, cattle, food, houses, fields, and servants must be regarded as separate among divided brothers, and so must cooking, religious duties, income, and expenditure (be kept separate for each of them).
13	39	(The acts of) giving evidence, of becoming a surety, of giving, and of taking, may be mutually performed by divided brothers, but not by unseparated ones.
13	40	If (brothers or others) should transact such matters as these publicly with their co-heirs, they may be presumed to be separate in affairs, even though no written record (of the partition) be in existence.
13	41	Those brothers who for ten years continue to live separate in point of religious duties and business transactions, should be regarded as separate; that is a settled rule.
13	42	When a number of persons, the descendants of one man, are separate in point of (the performance of) religious duties, business transactions, and workingutensils, and do not consult each other about their dealings,
13	43	They are quite at liberty to perform, according to pleasure, all (such transactions as) the gift or sale of their own shares. They are (in fact) masters of their own wealth.
13	44	One born after partition shall receive his father's property exclusively. Or, if other sharers have reunited with the father, they shall come to a division (with the son born after partition). Such is the law.
13	45	The legitimate son of the body, the son begotten on a wife (Kshetraga), the son of an (appointed) daughter, the son of a maiden, the son received with the wife, the son secretly born,
13	46	The son of a remarried woman, the son cast off, the adopted son, the son bought, the son made, and the son who has offered himself, are declared to be the twelve sons.
13	47	Among these, six are kinsmen and heirs, and six are not heirs (but) kinsmen. Each preceding one is declared to be superior (to the onefollowing next), and each following one inferior (to the preceding one).
13	49	After their father's death, these (sons) shall succeed to his wealth in order. Whenever a superior son is wanting, the one next to him in rank is entitled to succession.
13	50	On failure of a son, the daughter (succeeds), because she continues the lineage just like (a son); both a son and a daughter continue the lineage of their father.
13	51	On failure of daughters, the Sakulyas (are to succeed) and (after them) the Bândhavas; next, a member of the same caste. In default of all, that (wealth) goes to the king,
13	52	Unless it should be the property of a Brahman. A king devoted to duty must allot a maintenance to his women. Thus has the law of inheritance been declared.
14	1	Whatever act is performed by force (sahas) by persons inflamed with (the pride of) strength, is called Sâhasa (a heinous offence); sahas (force) means strength in this world.
14	2	Manslaughter, robbery, an indecent assault on another man's wife, and the two species of insult, such are the four kinds of Heinous Offences.
14	3	It is again declared to be threefold in the law-books, viz. (heinous offences) of the first, middle-most, and highest degree. The definition of each kind shall be given as follows.
14	4	Destroying, reviling, disfiguring or otherwise (injuring) fruits, roots, water and the like, or agricultural utensils, is declared to be Sâhasa of the first degree.
14	5	(Injuring) in the same way clothes, cattle, food, drink, or household utensils, is declared to be Sâhasa of the middlemost degree.
14	6	Taking human life through poison, weapons or other (means of destruction), indecent assault on another man's wife, and whatever other (offences) encompassing life (may be imagined), is called Sâhasa of the highest degree.
14	7	The punishment to be inflicted for it must be proportionate to the heaviness of the crime, (so however as) not to be less than a hundred (Panas) for Sâhasa of the first degree, whereas for Sâhasa of the middlemost degree the punishment is declared by persons acquainted with the law to be no less than five hundred (Panas).
14	8	For Sâhasa of the highest degree, a fine amounting to no less than a thousand (Panas) is ordained. (Moreover) corporal punishment, confiscation of the entire property, banishment from the town and branding, as well as amputation of that limb (with which the crime has been committed), is declared to be the punishment for Sâhasa of the highest degree.
14	9	This gradation of punishments is ordained for every (caste) indiscriminately, excepting only corporal punishment in the case of a Brahman. A Brahman . must not be subjected to corporal punishment.
14	10	Shaving his head, banishing him from the town, branding him on the forehead with a mark of the crime of which he has been convicted, and parading him on an ass, shall be his punishment.
14	11	Those who have committed Sâhasa of either of the two first degrees are allowed to mix in society, after having been punished, but if a man has committed Sâhasa of the highest degree, no one is allowed to speak to him, even when he has received punishment.
14	12	Theft is a special kind of it. The difference between (Sâhasa and theft) is as follows. Sâhasa is where the criminal act consists of a forcible attack, theft is where it is done by fraud.
14	13	That (theft) is again declared to be threefold by the wise, according to the (value of the) articles (purloined), whether articles of small, middling, or superior value have been stolen.
14	14	Earthenware, a seat, a couch, bone, wood, leather, grass, and the like, legume, grain, and prepared food, these are termed articles of small value.
14	15	Clothes made of other material than silk, cattle other than cows, and metals other than gold, are (termed) articles of middling value, and so are rice and barley.
14	16	Gold, precious stones, silk, women, men, cows, elephants, horses, and what belongs to a god, a Brahman, or a king, these are regarded as articles of superior value.
14	17	Taking away by any means whatsoever the property of persons asleep, or disordered in their intellect, or intoxicated, is declared to be theft by the wise.
14	18	Where stolen goods are found with a man, he may be presumed to be the thief. (The possession of) stolen goods may be inferred from a luxurious mode of life. Suspicion arises where a man is seen in bad company or indulges in extravagance.
14	19	Those who give food or shelter to thieves seeking refuge with them, or who suffer them (to escape) though able (to arrest them), partake of their crime themselves.
14	20	Those who do not come to offer assistance, when people are crying out (for help) within their hearing, or when property is being taken away, are likewise accomplices in the crime.
14	21	That series of punishments, which has been ordained by the wise for the three kinds of Sâhasa, is equally applicable to theft, according as it concerns one of the three species of articles in their order.
14	22	When cows or other (animals) have been lost,or when (other) property has been taken away forcibly, experienced men shall trace it from the place where it has been taken.
14	23	Wherever the footmarks go to, whether it be a village, pasture ground or deserted spot (the inhabitants or owners of) that place must make good the loss, unless they can prove the footmarks to go out of that place again.
14	24	When the footmarks are obscured or interrupted, because (they lead to) broken ground or to a spot much frequented by other people, the nearest village or pasture ground shall be made responsible.
14	25	Where two persons have gone the same road, the offence, as a rule, shall be imputed to him who stood charged with other crimes before, or who associates with suspicious characters.
14	26	Kandâlas, executioners, and other such persons, as well as those who are in the habit of roaming at night, shall institute a search (after the thieves) in the villages; those living outside (of inhabited places) shall search (for them) outside.
14	27	When the thieves are not caught, the king must make good (the loss) from his own treasury. By showing himself remiss (towards criminals), he would incur sin and would offend both against justice and his own interest.
15	1	Abusive speeches, couched in offensive and violent terms, regarding the native country, caste, family, and so forth (of a man), are termed Abuse, (a title of law.)
15	2	It is divided into three species, called respectively Nishthura, Aslîla, and Tîvra. The punishment for each increases in severity according as the insult is of a more (or less) serious nature.
15	3	Abuse combined with reproaches has to be regarded as Nishthura; abuse couched in insulting language is Aslîla; charging one with an offence causing expulsion from caste is called Tîvra by the learned.
15	4	Hurting the limbs of another person with a hand, foot, weapon or otherwise, or defiling himwith ashes or other (impure substances), is termed Assault.
15	5	There are three species of that also, as it may be either light, or of a middling sort, or heavy, according as it consists in the raising (of a hand or weapon for the purpose of striking a blow), or in an unexpected attack, or in striking a wound.
15	6	Stealing articles of small, middling, or superior value, is called the three kinds of Sâhasa; there the thorny weeds (sinners) should be extirpated.
15	7	In both kinds (of insult) five cases are distinguished, when the respective innocence or guilt of the two parties has to be established.
15	8	When two parties have been guilty of insult, and both have commenced to quarrel at the same time, they shall suffer the same punishment, in case that no difference (in their respective culpability) becomes apparent.
15	9	He who is the first to offer an insult is decidedly criminal; he who returns the insult is likewise culpable; but the one who began shall suffer the heavier punishment (of the two).
15	10	When both parties are implicated equally, he of the two shall receive punishment who follows up his attack, whether he was (originally) the aggressor or the defendant.
15	11	If a Svapâka, Meda, Kandâla, cripple, one who gains his substance by killing (animals), an elephant-driver, one deprived of his caste for nonperformance of the ceremony of initiation, a slave, or one who treats a Guru or spiritual teacher with disregard,
15	12	Should offend a superior, he shall be punished by whipping him on the spot. Nor do the sages regard bodily injury done to a man of this stamp as (an offence equal to) theft.
15	13	Should any such low person, abhorred by men, insult another man (his superior), that man himself shall punish him. The king has nothing to do with the penalty (to be inflicted on him).
15	14	For these people are the refuse of human society, and their property is (likewise) impure. The king also is at liberty to whip them, but he must not amerce them with a fine.
15	15	A Kshatriya who reviles a Brahman mustpay one hundred (Panas) as a fine. A Vaisya (must pay) one and a half hundred, or two hundred. A Sûdra deserves corporal punishment.
15	16	A Brahman shall be fined fifty (Panas) for calumniating a Kshatriya; in the case of a Vaisya, the fine shall be half of fifty (i.e. twenty-five); in the case of a Sûdra, (it shall amount to) twelve (Panas).
15	17	When a twice-born man offends against a member of his own caste, (he shall pay) twelve (Panas as a fine). When he utters calumnies which ought never to be uttered, the fine shall be twice as high.
15	18	Even he who in accordance with fact (contemptuously) calls another man one-eyed, lame, or the like (names), shall be fined by the king not less than one Kârshâpana.
15	19	One must not tax with his offence a man who has done penance according to law, or who has received due punishment from the king. By transgressing this rule one becomes liable to punishment.
15	20	Two persons, a Brahman and a king, are declared to be exempt from censure and corporal punishment in this world; for these two sustain the visible world.
15	21	One who calls an outcast an outcast, or a thief a thief, is equally criminal with those whom he taxes (with their offence). (If he reproaches them) without reason, he is twice as guilty as they are.
15	22	A once-born man (or Sûdra), who insults members of a twice-born caste with gross invectives, shall have his tongue cut out; for he is of low origin.
15	23	If he refers to their name or caste in terms indicating contempt, an iron rod, ten Aṅgulas long, shall be thrust red-hot into his mouth.
15	24	If he is insolent enough to give lessons regarding their duty to Brahmans, the king shall order hot oil to be poured into his mouth and ears.
15	25	With whatever limb a man of low caste offends against a Brahman, that very limb of his shall be cut off; such shall be the atonement for his crime.
15	26	A low-born man, who tries to place himself on the same seat with his superior in caste, shall be branded on his hip and banished, or (the king) shall cause his backside to be gashed.
15	27	If through arrogance he spits (on a superior), the king shall cause both his lips to be cut off; if he makes water (on him), the penis; if he breaks wind (against him), the buttocks.
15	28	If he pulls (a superior) by the hair, (the king) shall unhesitatingly cause his hands to be cut off, likewise (if he seizes him) by the feet, beard, neck, or scrotum.
15	29	If a man breaks the skin (of his equal) orfetches blood (from him), he shall be fined a hundred (Panas); if he cuts the flesh, six Nishkas; if he breaks a bone, he shall be banished.
15	30	If a man censures a king devoted to the discharge of his duties, he shall have his tongue cut out or his entire property confiscated, as an atonement for such crime.
15	31	When an evil-minded man assails a wicked king even, he shall be (fastened) on a stake and burnt in fire; (for he is) more criminal than one who has committed a hundred times the crime of killing a Brahman.
15	32	A father is not liable to be punished for an offence committed by his son; nor is the owner of a horse, dog, or monkey (responsible for any damage caused by one of these animals), unless he should have set them to do it.
17	1	Dishonest gambling with dice, small slices of leather, little staves of ivory, or other (games), and betting on birds, form (the subject of) a title of law called (Gambling with Dice and Betting on Animals).
17	2	The master of the gaming-house shall arrangethe game and pay the stakes which have been won; the profit of such a conductor of games shall amount to ten per cent.
17	3	When the dice on being thrown fall twice in a game at dice, those acquainted with (playing at) dice allot the victory to the adversary and the defeat to the gambler.
17	4	When a dispute has arisen among gamblers, let (other) gamblers be appealed to; they shall act both as judges and as witnesses in a dispute of this sort.
17	5	No gambler shall ever enter into another gaming-house before having paid his debt; he must not disobey the master of the gaming-house, and must pay of his own accord what he owes to him.
17	6	Wicked men who play with false dice shall be driven out of the gaming-house, after a wreath of dice has been hung round their necks; for that is the punishment ordained for them.
17	7	If a man gambles with dice, without authorization from the king, he shall not get his stake, and shall have to pay a fine.
17	8	Or let the gamblers pay to the king the sharedue to him and play in public, thus no wrong will be committed.
18	1	Under the head of Miscellaneous (Disputes) are comprised lawsuits depending on the king, (such as) transgression of the king's commandments and obedience towards his injunctions,
18	2	Grants of towns, the division of the constituent elements of a state, the duties and the reverse of heretics, followers of the Veda, corporations (of merchants), and assemblages (of kinsmen).
18	3	Disputes between father and son, neglect of (prescribed) penances, abstraction of gifts (made to worthy persons), the wrath of anchorites,
18	4	Sinful confusion of castes, the rules regarding their means of subsistence, and (in short) whateverhas been omitted in the preceding (titles of law), are treated under the head of Miscellaneous.
18	5	The king shall be careful to protect all orders and the constituent elements of his state with the four means indicated by science.
18	6	When any caste should remain (behind the rest) or exceed the limits (assigned to it, the king), seeing that it has strayed from its path, shall bring it back to the path (of duty).
18	7	So also, when other wicked acts, opposed to the dictates of the sacred law, have been committed, the king, after having reflected (upon the matter) himself, shall inflict punishment on those who deserve it.
18	8	What is opposed to revealed and traditional law, or injurious to living beings, must not be practised by the king; and when it is practised (by others), he must check it.
18	9	When an act contrary to justice has been undertaken by a former king from folly, he must redress that iniquitous enactment in accordance with the principles of equity.
18	10	The weapons of soldiers, the tools of artizans, the ornaments of public women, the various musical or other instruments of professional (musicians, or other artists, &c.),
18	11	And any implements by which artificers gaintheir substance, must not be laid hold on by the king, even when he confiscates the entire property (of a man or woman).
18	12	It is not permitted to either advise or rebuke a king or Brahman, on account of their dignity and sanctity, unless they should swerve from the path (of duty).
18	13	That wicked man who does not act up to the laws proclaimed by the king, shall be fined and corporally punished, as offending against the king's commandments.
18	14	If the king were remiss in dictating punishments to (members of) any caste, when they have left the path (of duty), the created beings of this world would perish.
18	15	Brahmans would leave the sacerdotal caste, and Kshatriyas would forsake the Kshatriya caste. The stronger would eat up the weaker, like fish on a spit.
18	16	The Vaisyas would abandon their work, and the Sûdras eclipse all (the rest), if the kings did not visit their subjects with punishment (when they have committed an offence).
18	17	To show favour to the virtuous at all times and to oppress the wicked, that is declared to be the duty of kings; gain (results to them) from the oppression of their foes.
18	18	As fire is not polluted even though it always burns the creatures of this world, even so a king is not polluted by inflicting punishment on those who deserve it.
18	19	Intelligence is the glory of rulers; it becomesmanifest in their speeches; whatever sentence they may pass, whether unjust or just, settles the law between litigant parties.
18	20	(Law) personified as a king, roams on earth visibly, with a thousand eyes. Mortals cannot live at all if they transgress his commandments.
18	21	Whatever a king does is right, that is a settled rule; because the protection of the world is entrusted to him, and on account of his majesty and benignity towards living creatures.
18	22	As a husband though feeble must be constantly worshipped by his wives, in the same way a ruler though worthless must be (constantly) worshipped by his subjects.
18	23	In order that mortals, fearing the orders issued by kings, might not swerve from the path of duty, therefore royal orders are declared to arise from lawsuits.
18	24	It is for the establishment of order that various laws (karitra) have been proclaimed by kings. A royal order is declared to overrule such laws even.
18	25	A ruler has purchased his subjects through (the practice of) austerities; therefore the king is their lord. For that reason, his bidding must be obeyed; their livelihood even depends on the king.
18	26	Kings, endowed with immense power, appear (variously) in the five different forms of Agni, Indra, Soma, Yama, and the God of Riches.
18	27	When a ruler is, either justly or without (sufficient) reason, ardent in wrath and burns (or torments) his subjects, he is called Agni (the god of fire).
18	28	When, relying on his regal power, the king attacks his foes, desirous of victory and upraising a weapon, he is termed Indra.
18	29	When, free from ardent wrath, he appears before his subjects with a cheerful countenance, he is denoted Soma (the Moon).
18	30	When the king having seated himself, full of majesty, on the throne of judgment, deals out punishment, equitable towards all creatures, he is called Vaivasvata (or Yama).
18	31	When a ruler gladdens with gifts petitioners, persons commanding respect, wise men, servants and others, he is called the God of Riches.
18	32	Therefore one must not treat him with contempt, and, particularly, not scold at him, and pay obedience to his bidding; to disobey him would bring on (instantaneous) death.
18	33	His duties are, the protection of his subjects, honouring the aged and wise, the trial of lawsuits, and to make (each caste) abide by the duties assigned to it.
18	34	Let a king be constantly intent on showing honour to the Brahmans. A field furnished with Brahmans is the root of the prosperity of the world.
18	35	A Brahman may command respect, and adistinguished seat at the king's court. The king shall show his face in the morning before the Brahmans first of all, and shall salute them all.
18	36	When nine or seven persons (of different rank) meet, they shall first make room for the Brahman to pass by. (Further privileges assigned to the Brahman caste are) free access to the houses of other people, for the purpose of begging alms,
18	37	The right to collect fuel, flowers, water, and the like, without its being regarded as theft, and to converse with other men's wives, without being restrained (in such intercourse) by others,
18	38	And the right to cross rivers without paying any fare, and to be conveyed (to the other bank) before other people. When engaged in trading and using a ferry-boat, they shall have to pay no toll.
18	39	A Brahman engaged in travelling, who is tired and has nothing to eat, commits no wrong by taking himself two canes of sugar or two esculent roots.
18	40	(No gift must be accepted) from one accused of a crime, an outcast, an enemy, an atheist, one in distress, without necessity, or after inflicting pain on the giver.
18	41	(Gifts shall be accepted) from industrious people on account of their wealth, and from generous people because it is proper to accept gifts from such; to accept gifts from kings is laudable; (they may be accepted) from all people excepting Brahmans.
18	42	Between a Brahman and a king, who are both devoted to their duty, there is no difference of any sort, when they protect mankind (acting) in accordance with the sacred law.
18	43	If a ruler, though severe, is mindful of his duty, correct in his conduct, and (quick to) punish the wicked, in order to protect (the virtuous), his wealth is declared to be pure.
18	44	When a man accepts a gift from a covetous king, who transgresses the precepts of the sacred books, he shall have to pass through the well-known twenty-one hells in succession.
18	45	As pure and impure waters become alike on their junction in the ocean, even so (all) property acquired by a king (becomes pure in his hands).
18	46	As gold, on being thrown into blazing fire, acquires purity, even so all gains become pure in the hands of kings.
18	47	When any man gives any property of his to Brahmans, the king must give his consent to it; this is an eternal law.
18	48	Both the other customary receipts of a king and what is called the sixth of the produce of the soil, form the royal revenue, the reward (of a king) for the protection of his subjects.
18	49	Whatever has been bestowed on others than Brahmans may be resumed; but that which has been given to Brahmans can never be taken back again.
18	50	To give, to read, and to sacrifice (on his own account) are the three duties of a Brahman. To sacrifice for others, to teach, and, thirdly, to collect alms are his (three) means of subsistence.
18	51	Let a Brahman be devoted to his duty and take a livelihood from the king, and let him not accept gifts from persons of vile origin, if he is anxious to observe the law.
18	52	How should a king be inferior to a deity, as it is through his word that an offender may become innocent, and an innocent man an offender in due course?
18	53	Those who being acquainted with the divine nature of a king, endowed with majestic dignity as he is, accept gifts from him, do not in the least disgrace themselves (by doing so).
18	54	In this world, there are eight sacred objects:a Brahman, a cow, fire, gold, clarified butter, the sun, the waters, and a king as the eighth.
18	55	These one must always look up to, worship and honour them personally, and turn the right side towards them, in order that one's existence may be prolonged.
