Part	+Book	Chapter	Decade	Text	Hymn
PART SECOND	BOOK VII	CHAPTER I	I Indra	2	Hither have his bay steeds been sent, red steeds are on the sacred grass 
PART SECOND	BOOK VII	CHAPTER I	I Indra	3	For Indra, thunder-armed, the kine have yielded mingled milk and meath, 
PART SECOND	BOOK VII	CHAPTER I	I Indra	1	Draw near unto our Indra who must be invoked in every fight! 
PART SECOND	BOOK VII	CHAPTER I	I Indra	2	Thou art the best of all in sending bounteous gyifts, true art thou,, lordly in thine act. 
PART SECOND	BOOK VII	CHAPTER I	III Soma Pavamana	2	Then, beautifully radiant, certain heavenly ones proclaimed their kinship with him as they looked thereon: 
PART SECOND	BOOK VII	CHAPTER I	III Soma Pavamana	3	And now that thou, O Pavamana, art above this earth and heaven and all existence in thy might, 
PART SECOND	BOOK VII	CHAPTER I	IV Agni	1	O Agni, graciously announce this our good fortune to the Gods, 
PART SECOND	BOOK VII	CHAPTER I	IV Agni	2	Thou dealest gifts, resplendent one! nigh, as with wave of Sindhu, thou 
PART SECOND	BOOK VII	CHAPTER I	IV Agni	3	Give us a share of wealth most high, a share of wealth most near to us, 
PART SECOND	BOOK VII	CHAPTER I	V Indra	1	I from my Father have obtained deep knowledge of eternal Law; 
PART SECOND	BOOK VII	CHAPTER I	V Indra	2	After the ancient manner I, like Kanva, beautify my songs, 
PART SECOND	BOOK VII	CHAPTER I	V Indra	3	Whatever gishis have not praised thee, Indra, or have praised thee, wax 
PART SECOND	BOOK VII	CHAPTER I	VI Agni	1	Agni, produced by strength, do thou with all thy fires accept our prayer: 
PART SECOND	BOOK VII	CHAPTER I	VI Agni	2	Forth come to us with all his fires that Agni, whose the mighty are, 
PART SECOND	BOOK VII	CHAPTER I	VI Agni	3	Do thou, O Agni, with thy fires strengthen our prayer and sacrifices: 
PART SECOND	BOOK VII	CHAPTER I	VII Soma Pavamana	1	Some, the men of old whose grass was trimmed addressed the hymn to thee for mighty strength and for renown: 
PART SECOND	BOOK VII	CHAPTER I	VII Soma Pavamana	2	All round about hast thou with glory pierced for us as 'twere a never-failing well for men to drink, 
PART SECOND	BOOK VII	CHAPTER I	VII Soma Pavamana	3	Thou didst produce him, deathless one! for mortal man, for maintenance of Law and lovely Amrita: 
PART SECOND	BOOK VII	CHAPTER I	VIII Indra	1	Pour out the drops f or Indra; let him drink the meath of Soma Juice! 
PART SECOND	BOOK VII	CHAPTER I	VIII Indra	2	I spake to the bay coursers' Lord, to him who grants the boon. of wealth: 
PART SECOND	BOOK VII	CHAPTER I	VIII Indra	3	Never was any hero born before thee mightier than thou: 
PART SECOND	BOOK VII	CHAPTER I	IX Indra	1	Thou wishest for thy kine a bull, lord of thy cows whom none may kill, 
PART SECOND	BOOK VII	CHAPTER I	X Agni	1	The God who giveth wealth accept the full libation poured to him! 
PART SECOND	BOOK VII	CHAPTER I	X Agni	2	The Gods made him the Hotar-priest of sacrifice, oblationbearer, passing wise. 
PART SECOND	BOOK VII	CHAPTER I	XI Agni	1	He hath appeared, best prosperer, in whom men lay their holy acts: 
PART SECOND	BOOK VII	CHAPTER I	XI Agni	2	Him before whom the people shrink when he performs his glorious deeds, 
PART SECOND	BOOK VII	CHAPTER I	XI Agni	3	Agni of Divoddsa, God, comes forth like Indra in his might. 
PART SECOND	BOOK VII	CHAPTER I	XII Agni	1	Agni, thou pourest life: send down upon us food and vigorous strength: 
PART SECOND	BOOK VII	CHAPTER I	XII Agni	2	Agni is Pavamana, Sage, Chief Priest of all the fivefold tribes; To him whose wealth is great we pray. 
PART SECOND	BOOK VII	CHAPTER I	XII Agni	3	Skilled in thy task, O Agni, pour splendour with hero strength on us, Granting me wealth that nourishes!
PART SECOND	BOOK VII	CHAPTER I	XIII Agni	1	O Agni, holy and divine with splendour and thy pleasant tongue. Bring thou the Gods and worship them! 
PART SECOND	BOOK VII	CHAPTER I	XIII Agni	2	We pray thee bathed in butter, O bright-rayed! who lookest on the sun, Bring the Gods hither to the feast! 
PART SECOND	BOOK VII	CHAPTER I	XIII Agni	3	Sage, we have kindled thee, the bright, the feaster on oblation, thee, O Agni, great in sacrifice!
PART SECOND	BOOK VII	CHAPTER I	XIV Agni	2	Bring to us ever-conquering wealth, wealth, Agni, worthy of our choice, 
PART SECOND	BOOK VII	CHAPTER I	XIV Agni	3	Grant us, O Agni, through thy grace wealth to support us evermore, 
PART SECOND	BOOK VII	CHAPTER I	XV Agni	1	Let songs of ours speed Agni forth like a fleet courser in the race, 
PART SECOND	BOOK VII	CHAPTER I	XV Agni	2	Agni! the host whereby we gain kine for ourselves with help from thee,- 
PART SECOND	BOOK VII	CHAPTER I	XV Agni	3	O Agni, bring us wealth secure, vast wealth in horses and in kine: 
PART SECOND	BOOK VII	CHAPTER I	XV Agni	4	O Agni, thou hast made the Sun, the eternal star, to mount the sky, 
PART SECOND	BOOK VII	CHAPTER I	XV Agni	5	Thou, Agni, art the people's light, best, dearest, seated in thy shrine 
PART SECOND	BOOK VII	CHAPTER I	XVI Agni	1	Agni is head and height of heaven, the master of the earth is he: 
PART SECOND	BOOK VII	CHAPTER I	XVI Agni	2	Yea, Agni, thou as Lord of light rulest o'er choicest gifts may I, 
PART SECOND	BOOK VII	CHAPTER I	XVI Agni	3	Upward, O Agni, rise thy flames, pure and resplendent, blazing high, 
PART SECOND	BOOK VII	CHAPTER II	I Agni	1	Who, Agni, is thy kin, of men? who honours thee with sacrifice? 
PART SECOND	BOOK VII	CHAPTER II	I Agni	2	The kinsman, Agni! of mankind, their well-beiaved friend art thou, 
PART SECOND	BOOK VII	CHAPTER II	I Agni	3	Bring Mitra, Varukia, bring the Gods hither to. our great sacrifice: 
PART SECOND	BOOK VII	CHAPTER II	II Agni	1	Meet to be worshipped and implored, showing in beauty through the gloom, 
PART SECOND	BOOK VII	CHAPTER II	II Agni	2	Strong Agni is enkindled well, even as the horse that brings the Gods: 
PART SECOND	BOOK VII	CHAPTER II	II Agni	3	We will enkindle thee, the strong, we, hero! who axe strong ourselves,
PART SECOND	BOOK VII	CHAPTER II	III Agni	1	Thy mighty flames, O Agni, when thou art enkindled, rise on high, 
PART SECOND	BOOK VII	CHAPTER II	III Agni	2	Beloved! let my ladies full of sacred oil come nigh to thee. 
PART SECOND	BOOK VII	CHAPTER II	III Agni	3	I pray to Agni--may he hear!--the Hotar with sweet tones, the Priest, 
PART SECOND	BOOK VII	CHAPTER II	V Agni	1	O King, the potent and terrific envoy, kindled for strength, is 
PART SECOND	BOOK VII	CHAPTER II	V Agni	2	Having o'ercome the glimmering Black with beauty, and bringing forth the Dame, the great Sire's daughter, 
PART SECOND	BOOK VII	CHAPTER II	V Agni	3	Attendant on the blessed Dame the blessed hath come: the lover followeth his sister. 
PART SECOND	BOOK VII	CHAPTER II	VI Agni	1	What is the praise wherewith, O God, Angiras, Agni, Son of Strength, 
PART SECOND	BOOK VII	CHAPTER II	VI Agni	2	May serve thee, O thou Child of Power, and with what sacrifice's plan? 
PART SECOND	BOOK VII	CHAPTER II	VII Agni	1	Agni, come hither with thy fires; we choose thee as our Hotar; let 
PART SECOND	BOOK VII	CHAPTER II	VII Agni	2	For unto thee, O Angiras, O Son of Strength, move ladles in the sacrifice. 
PART SECOND	BOOK VII	CHAPTER II	VIII Agni	1	Let our songs come anear to him beauteous and bright with piercing flame, 
PART SECOND	BOOK VII	CHAPTER II	VIII Agni	2	To Agni Jatavedas, to the Son of Strength, that he may give us precious gifts, 
PART SECOND	BOOK VII	CHAPTER II	VIII Agni	3	Immortal, from of old Priest among mortal men, whose tones are sweetest in the house!
PART SECOND	BOOK VII	CHAPTER II	X Agni	1	Invincible is Agni, he who goes before the tribes of men, 
PART SECOND	BOOK VII	CHAPTER II	X Agni	2	By bringing offerings unto him the mortal worshipper obtains 
PART SECOND	BOOK VII	CHAPTER II	X Agni	3	Inviolable power of Gods, subduing all his enemies, Agni is mightiest in fame.
PART SECOND	BOOK VII	CHAPTER II	XI Agni	1	May Agni, worshipped, bring us bliss: may the gift, blessed one! and sacrifice bring bliss, 
PART SECOND	BOOK VII	CHAPTER II	XI Agni	2	Show forth the mind that brings success in war with fiends, wherewith thou conquerest in fight! 
PART SECOND	BOOK VII	CHAPTER II	XII Agni	1	O Agni thou who art the Lord of wealth in kine, thou Son of Strength, 
PART SECOND	BOOK VII	CHAPTER II	XII Agni	2	He, Agni, kindled, good and wise, must be entreated with a. song; 
PART SECOND	BOOK VII	CHAPTER II	XII Agni	3	And, Agni, shining of thyself by night and when the morning breaks, 
PART SECOND	BOOK VII	CHAPTER II	XIII Agni	1	Exerting all our strength with thoughts of power we glorify in speech, 
PART SECOND	BOOK VII	CHAPTER II	XIII Agni	2	Whom, served with sacrificial oil, like Mitra, men presenting gifts, 
PART SECOND	BOOK VII	CHAPTER II	XIII Agni	3	Much-lauded Jatavedas, him who sends oblations up to heaven, 
PART SECOND	BOOK VII	CHAPTER II	XIV Agni	1	Agni, inflamed with fuel, in my song I sing, pure bright, and stedfast set in front at sacrifice. 
PART SECOND	BOOK VII	CHAPTER II	XIV Agni	2	Men, Agni, in each age, have made thee, deathless one, their envoy, offering-bearer, guard adorable. 
PART SECOND	BOOK VII	CHAPTER II	XIV Agni	3	Though, Agni ordering the works and ways of both, as envoy of the Gods traversest both the realms. 
PART SECOND	BOOK VII	CHAPTER II	XV Agni	1	Still turning to their aim in thee the sacrificer's sister hymns 
PART SECOND	BOOK VII	CHAPTER II	XV Agni	2	Even the waters find their place in him whose three fold sacred grass 
PART SECOND	BOOK VII	CHAPTER II	XV Agni	3	The station of the bounteous God, by his unconquerable aid, 
PART SECOND	BOOK VII	CHAPTER III	I Indra	1	Men with their lauds are urging thee, Indra, to drink the Soma first. 
PART SECOND	BOOK VII	CHAPTER III	I Indra	2	Indra, at sacrifice, increased his manly strength, in the wild rapture of this juice: 
PART SECOND	BOOK VII	CHAPTER III	II Indra-Agni	1	Indra and Agni! singers skilled in melody, with lauds, hymn you: 
PART SECOND	BOOK VII	CHAPTER III	II Indra-Agni	2	Indra and Agni! ye shook down, together, with one mightyr deed, The ninety forts which Dasas held. 
PART SECOND	BOOK VII	CHAPTER III	II Indra-Agni	3	To Indra and to Agni prayers go forward from the holy task, Along the path of sacred Law. 
PART SECOND	BOOK VII	CHAPTER III	II Indra-Agni	4	Indra and Agni, powers are yours, yours are oblations ano abodes: Good is your zealous energy.
PART SECOND	BOOK VII	CHAPTER III	III Indra	1	Indra, with all thy saving helps assist us, Lord of power and might! 
PART SECOND	BOOK VII	CHAPTER III	III Indra	2	Increaser of our steeds and multiplying kine, a golden well, G God, art thou, 
PART SECOND	BOOK VII	CHAPTER III	IV Indra	1	For thou--come to the worshipper!--wilt find great wealth to make us rich. 
PART SECOND	BOOK VII	CHAPTER III	IV Indra	2	Thou as thy gift bestowest many hundred herds, yea, many thou-sands dost thou give. 
PART SECOND	BOOK VII	CHAPTER III	V Agni	1	To him who dealeth out all wealth, the sweet-toned Hotar-priest of men, 
PART SECOND	BOOK VII	CHAPTER III	V Agni	2	Votaries, bounteous givers, deck him with their songs, even as the steed who draws the car. 
PART SECOND	BOOK VII	CHAPTER III	VI Varuna	1	Hear this my call, O Varuna, and show thy gracious love today: 
PART SECOND	BOOK VII	CHAPTER III	VII Indra	1	O Hero, with what aid dost thou delight us, with what succour bring, 
PART SECOND	BOOK VII	CHAPTER III	VIII Indra	1	Indra, for service of the Gods, Indra while sacrifice proceeds, 
PART SECOND	BOOK VII	CHAPTER III	VIII Indra	2	With might hath Indra spread out heaven and earth, with power hath indra lighten up the Sun. In Indra are all creatures closely held; in him meet the distilling Soma-drops.
PART SECOND	BOOK VII	CHAPTER III	IX Visvakarman	1	Bring, Visvakarman strengthened by oblation, thyself, thy body-'tis thine own-for worship 
PART SECOND	BOOK VII	CHAPTER III	X Soma Pavamana	1	With this his golden splendour purifying him, he with his own allies subdues all enemies. as Sura with his own allies. 
PART SECOND	BOOK VII	CHAPTER III	X Soma Pavamana	2	He moves intelligent directed to the east. The every beauteous car rivals the beams of light, the beautiful celestial car. 
PART SECOND	BOOK VII	CHAPTER III	X Soma Pavamana	3	That treasure of the Panis thou discoveredst. Thou with the Mothers deckest thee in thine abode, with, songs of worship in thine home. 
PART SECOND	BOOK VII	CHAPTER III	XI Pusan	1	Yea, cause our hymn to gain for us cattle and steeds and store of wealth, 
PART SECOND	BOOK VII	CHAPTER III	XII Maruts	1	Heroes of real strength, ye mark either the sweat of him who toils, 
PART SECOND	BOOK VII	CHAPTER III	XIII Visvedevas	1	The Sons of immortality shall listen to our songs of praise, 
PART SECOND	BOOK VII	CHAPTER III	XIV Heaven and Earth	1	To both of you, O Heaven and Earth, we bring our lofty song of praise, 
PART SECOND	BOOK VII	CHAPTER III	XIV Heaven and Earth	2	Ye sanctify each other's form by your own proper strength ye rule: 
PART SECOND	BOOK VII	CHAPTER III	XIV Heaven and Earth	3	Promoting and fulfilling, ye, mighty ones, perfect Mitra's law: 
PART SECOND	BOOK VII	CHAPTER III	XV Indra	1	This is thine own. Thou drawest near, as turns a pigeon to his mate: 
PART SECOND	BOOK VII	CHAPTER III	XV Indra	2	O hero, Lord of bounties, praised in hymns, may glorious fame and might 
PART SECOND	BOOK VII	CHAPTER III	XV Indra	3	Lord of a Hundred Powers, rise up to be our succour in this fight: 
PART SECOND	BOOK VII	CHAPTER III	XVI Oblations	1	Ye cows, protect the fount: the two mighty ones bless the sacrifice. 
PART SECOND	BOOK VII	CHAPTER III	XVI Oblations	2	The pressing-stones are set at work: the meath is poured into the tank 
PART SECOND	BOOK VII	CHAPTER III	XVI Oblations	3	With reverence they drain the fount that circles with its wheel above. 
PART SECOND	BOOK VII	CHAPTER III	XVII Indra	1	Let us not tire or be afraid with thee, the mighty, for our friend! 
PART SECOND	BOOK VII	CHAPTER III	XVII Indra	2	On his left hip the hero hath reclined himself: the proffered feast offends him not. 
PART SECOND	BOOK VII	CHAPTER III	XVIII Indra	1	May these my songs of praise exalt thee, Lord, who hast abundant wealth! 
PART SECOND	BOOK VII	CHAPTER III	XVIII Indra	2	He, when a thousand Rishis have enhanced his might, hath like an ocean spread himself. 
PART SECOND	BOOK VII	CHAPTER III	XIX Indra	1	Good Lord of wealth is he to whom all Aryas, Dasas here belong. 
PART SECOND	BOOK VII	CHAPTER III	XIX Indra	2	In zealous haste the singers have sung forth a song distilling 
PART SECOND	BOOK VII	CHAPTER III	XX Soma Pavamana	1	Flow to us, Indu, very strong, effused, with wealth of kine and steeds, 
PART SECOND	BOOK VII	CHAPTER III	XX Soma Pavamana	2	Lord of the tawny, Indu, thou who art the Gods' most special food, 
PART SECOND	BOOK VII	CHAPTER III	XX Soma Pavamana	3	Drive utterly, far away from us each godless, each voracious; foe; 
PART SECOND	BOOK VII	CHAPTER III	XXI Soma Pavamana.	1	They balm him, balm him over, balm him thoroughly, caress. the mighty strength and balm it with the meath. 
PART SECOND	BOOK VII	CHAPTER III	XXI Soma Pavamana.	2	Sing forth to Pavamana skilled in holy song! the juice is flowing onward like a mighty stream. 
PART SECOND	BOOK VII	CHAPTER III	XXI Soma Pavamana.	3	Dweller in floods, King, foremost, he displays his might, set among living things as measure of days. 
PART SECOND	BOOK VIII	CHAPTER I	I Agni	1	With all thy fires, O Agni, find pleasure in this our sacrifice, 
PART SECOND	BOOK VIII	CHAPTER I	I Agni	2	Whate'er, in this perpetual course, we sacrifice to God and God, 
PART SECOND	BOOK VIII	CHAPTER I	I Agni	3	May he be our beloved King and excellent sweet-toned Hotar may 
PART SECOND	BOOK VIII	CHAPTER I	II Indra	1	For you from every side we call Indra away from other men 
PART SECOND	BOOK VIII	CHAPTER I	II Indra	2	Unclose, our manly hero! thou for ever bounteous, yonder cloud 
PART SECOND	BOOK VIII	CHAPTER I	II Indra	3	As the strong bull leads on the herds, he stirs the people with his might, 
PART SECOND	BOOK VIII	CHAPTER I	III Agni	1	Wonderful, with thy saving help, send us thy bounties, gracious Lord! 
PART SECOND	BOOK VIII	CHAPTER I	III Agni	2	Prosper our kith and kin with thy protecting powers inviolate, never negligent! 
PART SECOND	BOOK VIII	CHAPTER I	IV Vishnu	1	What, Vishnu, is the name that thou proclaimest when thou declaredst, I am Sipivishta? 
PART SECOND	BOOK VIII	CHAPTER I	IV Vishnu	2	This offering to-day, O Sipivishta, I, skilled in rules, extol, to thee the noble. 
PART SECOND	BOOK VIII	CHAPTER I	IV Vishnu	3	O Vishnu, unto thee my lips cry Vashat! Let this mine offering, Sipivishta, please thee! 
PART SECOND	BOOK VIII	CHAPTER I	V Vayu, Indra and Vayu	2	O Vayu, thou and Indra are meet drinkers of these Soma draughts, 
PART SECOND	BOOK VIII	CHAPTER I	V Vayu, Indra and Vayu	3	Vayu and Indra, mighty twain, borne on one chariot, Lords of strength, 
PART SECOND	BOOK VIII	CHAPTER I	VI Soma Pavamana	1	Then thou, made beautiful by night, enterest into mighty deeds, 
PART SECOND	BOOK VIII	CHAPTER I	VI Soma Pavamana	2	We cleanse this gladdening drink of his, the juice which Indra chiefly drinks, 
PART SECOND	BOOK VIII	CHAPTER I	VI Soma Pavamana	3	Thy with the ancient psalm have sung to him as he is purified, 
PART SECOND	BOOK VIII	CHAPTER I	VI Agni	1	With homage will I reverence thee, Agni, like a long-tailed steed, 
PART SECOND	BOOK VIII	CHAPTER I	VI Agni	2	May the far-striding Son of Strength, our friend who brings felicity, 
PART SECOND	BOOK VIII	CHAPTER I	VI Agni	3	From near and far away do thou, the everlasting, evermore 
PART SECOND	BOOK VIII	CHAPTER I	VIII Indra	1	Thou in thy battles, Indra, art subduer of all hostile bands. 
PART SECOND	BOOK VIII	CHAPTER I	VIII Indra	2	The earth and heaven cling close to thy victorious might, as sire and mother to their child. 
PART SECOND	BOOK VIII	CHAPTER I	IX Indra	1	The sacrifice made Indra great when he unrolled the earth, and made 
PART SECOND	BOOK VIII	CHAPTER I	IX Indra	2	In Soma's ecstasy Indra spread the firmament and realms of light, 
PART SECOND	BOOK VIII	CHAPTER I	IX Indra	3	Showing the hidden, he drave forth the cows for the Angirasas, 
PART SECOND	BOOK VIII	CHAPTER I	X Indra	1	Thou speedest down to succour us this-ever-conquering God of yours, 
PART SECOND	BOOK VIII	CHAPTER I	X Indra	3	O Indra, send us riches, thou omniscient, worthy of our hymns: 
PART SECOND	BOOK VIII	CHAPTER I	XI Indra	1	That lofty power and might of thine, thy strength and thine intelligence, 
PART SECOND	BOOK VIII	CHAPTER I	XI Indra	2	O Indra, heaven and earth augment thy manly force and thy renown: 
PART SECOND	BOOK VIII	CHAPTER I	XI Indra	3	Vishnu in the lofty ruling power, Varuna, Mitra sing thy praise: 
PART SECOND	BOOK VIII	CHAPTER I	XII Agni	1	O Agni, God, the people sing reverent praise to thee for strength: 
PART SECOND	BOOK VIII	CHAPTER I	XII Agni	2	Wilt thou not, Agni, lend us aid to win the cattle, win the wealth? 
PART SECOND	BOOK VIII	CHAPTER I	XII Agni	3	In the great fight cast us not off, Agni, as one who bears a load: 
PART SECOND	BOOK VIII	CHAPTER I	XIII Indra	1	Before his hot displeasure all the peoples, all the men bow down, 
PART SECOND	BOOK VIII	CHAPTER I	XIII Indra	2	Even fiercely-moving Vritra's head he served with his thunderbolt, 
PART SECOND	BOOK VIII	CHAPTER I	XIII Indra	3	That might of his shone brightly forth when Indra brought together, like 
PART SECOND	BOOK VIII	CHAPTER I	XIV Indra	1	Kind-thoughted is the noble, gladdening, friendly one. 
PART SECOND	BOOK VIII	CHAPTER I	XIV Indra	2	Approach, O beauteous hero, this auspicious pair that draws the car! 
PART SECOND	BOOK VIII	CHAPTER I	XIV Indra	3	Bend lowly down, as 'twere, your beads: be stands amid the water-flood, 
PART SECOND	BOOK VIII	CHAPTER II	I Indra	1	Pressers, blend Soma juice for him, each draugbt most excellent, for him 
PART SECOND	BOOK VIII	CHAPTER II	I Indra	2	The two stroing bay steeds, voked by prayer, hither shall bring to us our friend, 
PART SECOND	BOOK VIII	CHAPTER II	I Indra	3	The Vritra-slayer drinks the juice. May he who gives a hundred 
PART SECOND	BOOK VIII	CHAPTER II	II Indra	1	Let the drops pass within thee as the rivers flow into the sea 
PART SECOND	BOOK VIII	CHAPTER II	II Indra	2	'Thou' wakeful hero, by thy might hast taken food of Soma juice, 
PART SECOND	BOOK VIII	CHAPTER II	II Indra	3	O Indra, Vritra-slayer, let Soma be ready for thy maw, The drops be ready for thy forms!
PART SECOND	BOOK VIII	CHAPTER II	III Agni	1	Help, thou who knowest lauds, this work, a lovely hymn in Rudra's praise, 
PART SECOND	BOOK VIII	CHAPTER II	III Agni	2	May this our God, great, limitless, smoke-bannered, excellently bright, 
PART SECOND	BOOK VIII	CHAPTER II	III Agni	3	Like soma rich lord of men, may he, Agni, the banner of the Gods, 
PART SECOND	BOOK VIII	CHAPTER II	IV Indra	1	Sing this, beside the flowing juice, to him, your hero, much invoked, 
PART SECOND	BOOK VIII	CHAPTER II	IV Indra	2	He, excellent, withholdeth not his bounteous gift of wealth in kine. 
PART SECOND	BOOK VIII	CHAPTER II	IV Indra	3	May he with might unclose for us the cow's stall, whosesoe'er it be, 
PART SECOND	BOOK VIII	CHAPTER II	V Vishnu	1	Through all this world strode Vishnu: thrice his foot he planted, and the whole 
PART SECOND	BOOK VIII	CHAPTER II	V Vishnu	2	Vishnu, the guardian, he whom none deceiveth, made three steps, thenceforth 
PART SECOND	BOOK VIII	CHAPTER II	V Vishnu	3	Look ye on Vishnu's works whereby the friend of Indra, close allied, 
PART SECOND	BOOK VIII	CHAPTER II	V Vishnu	4	The princes evermore behold that loftiest place of Vishnu, like 
PART SECOND	BOOK VIII	CHAPTER II	V Vishnu	5	This, Vishou's station most sublime, the sages, ever-vigilant, 
PART SECOND	BOOK VIII	CHAPTER II	V Vishnu	6	May the Gods help and favour us out of the place whence Vishnu strode 
PART SECOND	BOOK VIII	CHAPTER II	VI Indra	1	Let none, no, not thy worshippers, delay thee far away from us! 
PART SECOND	BOOK VIII	CHAPTER II	VI Indra	2	For here, like rites on honey, those who pray to thee sit by the juice that they have poured. 
PART SECOND	BOOK VIII	CHAPTER II	VII Indra	1	Sung is the song of ancient time: to Indra have ye said the prayer. 
PART SECOND	BOOK VIII	CHAPTER II	VII Indra	2	Indra hath tossed together mighty stores of wealth, and both the worlds, yea, and the sun. 
PART SECOND	BOOK VIII	CHAPTER II	VIII Soma Pavamana	1	For Vritra-slaying Indra, thou, Soma, art poured that he may drink, 
PART SECOND	BOOK VIII	CHAPTER II	VIII Soma Pavamana	2	Friends, may the princes, ye and we, obtain this most resplendent one, 
PART SECOND	BOOK VIII	CHAPTER II	VIII Soma Pavamana	3	Him with the fleece they purify, brown, golden-hued, beloved of all. 
PART SECOND	BOOK VIII	CHAPTER II	IX Indra	1	Indra whose wealth is in thyself, what mortal will attack this man? 
PART SECOND	BOOK VIII	CHAPTER II	IX Indra	2	In battles with the foe urge on our mighty ones who give the treasures dear to thee 
PART SECOND	BOOK VIII	CHAPTER II	X Indra	1	Come, priest, and of the savoury juice pour forth a yet more gladdening draught! 
PART SECOND	BOOK VIII	CHAPTER II	X Indra	3	Indra, whom tawny coursers bear, praise such as thine, preeminent, 
PART SECOND	BOOK VIII	CHAPTER II	X Indra	3	We, seeking glory, have invoked this God of yours, the Lord of wealth, 
PART SECOND	BOOK VIII	CHAPTER II	XI Agni	1	Sing praise to him, the Lord of light. The Gods have made the God to be their messenger, 
PART SECOND	BOOK VIII	CHAPTER II	XI Agni	2	Agni, the bounteous giver, bright with varied flames, laud thou, O singer Sobhari, 
PART SECOND	BOOK VIII	CHAPTER II	XII Soma Pavamana	1	Expressed by stones, O Soma, and urged through the long wool of the sheep, 
PART SECOND	BOOK VIII	CHAPTER II	XII Soma Pavamana	2	He beautifies himself through the sheep's long fine wool, the bounteous, like the racing steed, 
PART SECOND	BOOK VIII	CHAPTER II	XIII Indra	1	Here, verily, yesterday we let the Thunder-wielder drink his fill. 
PART SECOND	BOOK VIII	CHAPTER II	XIII Indra	2	Even the wolf, the savage beast that rends the sheep, follows the path of his decrees. 
PART SECOND	BOOK VIII	CHAPTER II	XIV Indra-Agni	1	Indra and Agni, in your deeds of might ye deck heaven's lucid realms: 
PART SECOND	BOOK VIII	CHAPTER II	XIV Indra-Agni	2	To Indra and to Agni prayers go forward from the holy task. 
PART SECOND	BOOK VIII	CHAPTER II	XIV Indra-Agni	3	Indra and Agni, powers are yours, yours are oblations and abodes: 
PART SECOND	BOOK VIII	CHAPTER II	XV Indra	1	Who knows what vital power he wins, drinking beside the flowing juice? 
PART SECOND	BOOK VIII	CHAPTER II	XV Indra	2	As a wild elephant rushes on, this way and that way mad with 
PART SECOND	BOOK VIII	CHAPTER II	XV Indra	3	When he, the terrible, ne'er o'erthrown, stedfast, made ready for the fight-- 
PART SECOND	BOOK VIII	CHAPTER II	XVI Soma Pavamana	1	The Pavamanas have been poured, the brilliant drops of Soma juice, 
PART SECOND	BOOK VIII	CHAPTER II	XVI Soma Pavamana	2	From heaven, from out the firmament hath PavamAna been effused 
PART SECOND	BOOK VIII	CHAPTER II	XVI Soma Pavamana	3	The Pavamanas have been shed, the beautified swift Somadrops, 
PART SECOND	BOOK VIII	CHAPTER II	XVII Indra-Agni	2	Indra and Agni, singers skilled in melody hymn you bringing lauds: 
PART SECOND	BOOK VIII	CHAPTER II	XVII Indra-Agni	3	Together, with one mighty deed, Indra and Agni, ye shook down. 
PART SECOND	BOOK VIII	CHAPTER II	XVIII Agni	1	O Child of Strength, to thee whose look is lovely, with oblations we, 
PART SECOND	BOOK VIII	CHAPTER II	XVIII Agni	2	To thee for shelter are we come, as to the shade from fervent heat, 
PART SECOND	BOOK VIII	CHAPTER II	XVIII Agni	3	Mighty as one who slays with shafts, or like a bull with sharpened horn, 
PART SECOND	BOOK VIII	CHAPTER II	XIX Agni	1	To give eternal glow, we pray Vaisvanara the holy one, Lord of the light of sacrifice. 
PART SECOND	BOOK VIII	CHAPTER II	XIX Agni	2	Who, furthering the light of Law, hath spread himself to meet this work: 
PART SECOND	BOOK VIII	CHAPTER II	XIX Agni	3	Love of what is and what shall be, Agni, in his beloved forms, 
PART SECOND	BOOK VIII	CHAPTER III	I Agni	2	I invocate the Child of Strength, Agni whose glow is bright and pure, 
PART SECOND	BOOK VIII	CHAPTER III	I Agni	3	So, Agni, rich in many friends, with fiery splendour seat thyself. 
PART SECOND	BOOK VIII	CHAPTER III	II Soma Pavamana	1	O thou with stones for arms, thy powers, rending the fiends, have raised themselves: 
PART SECOND	BOOK VIII	CHAPTER III	II Soma Pavamana	2	Hence conquering with might when car meets car, and when the prize is staked, 
PART SECOND	BOOK VIII	CHAPTER III	II Soma Pavamana	3	None, evil-minded, may assail this Pavamana's holy laws 
PART SECOND	BOOK VIII	CHAPTER III	II Soma Pavamana	4	For Indra to the streams they urge the tawny rapture-dropping steed, 
PART SECOND	BOOK VIII	CHAPTER III	III Indra	1	Come hither, Indra, with bay steeds, joyous, with tails like peacocks' plumes! 
PART SECOND	BOOK VIII	CHAPTER III	III Indra	2	Vritra's devourer, he who burst the cloud, brake forts, and drave the floods, 
PART SECOND	BOOK VIII	CHAPTER III	III Indra	3	Like pools of water deep and full, like kine thou cherishest thy might; 
PART SECOND	BOOK VIII	CHAPTER III	IV Indra	1	Even as the wild bull, when he thirsts, goes to the desert's watery pool, 
PART SECOND	BOOK VIII	CHAPTER III	IV Indra	2	May the drops gladden thee, Lord Indra, and obtain bounty for him who pours the juice! 
PART SECOND	BOOK VIII	CHAPTER III	V Indra	2	Let not thy bounteous gifts, let not thy saving help all fail us good Lord, at any time! 
PART SECOND	BOOK VIII	CHAPTER III	VI Dawn	2	Red, like a mare, and beautiful, holy, the mother of the kine, The Dawn became the Asvins' friend. 
